Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38)
5.827460800099209e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.3451835512450036e-16,7.5535080863695371e-19,2.2430080208953123e-29,7.5535080863721805e-19,1.6212367341008262e-29,4.8652285597496316e-30,3.5416068238180352e-57,2.8136033699667007e-49,1.4817676098443274e-59,7.3119360814771405e-87,1.2119843540990734e-89,4.6700756670202107e-98,4.4477078579934354e-100,1.0025109441754986e-100,1.2392348773115736e-67,5.1469534310354134e-69,8.4000762400380541e-97
1.6316890240277787e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,6.5665139434852827e-16,2.1149822642193785e-18,1.3547768446206584e-28,2.1149822642209748e-18,9.7922698741077197e-29,2.9385980501314019e-29,1.1135378506997113e-55,3.3403099306728382e-48,3.3146548818532227e-58,8.268025562586027e-85,9.3522142700882951e-88,6.5332470093726016e-96,6.2221681489235785e-98,1.4024733557639811e-98,7.1373584827112309e-66,2.9643816507895096e-67,1.7181207268518545e-94
3.729574912063494e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999856,1.5009174727962922e-15,4.8342451755278596e-18,6.5226673247619024e-28,4.8342451755355433e-18,4.7145564229732978e-28,1.4148084652391272e-28,2.4842416872019391e-54,3.2795361174548519e-47,6.5491995176907828e-57,7.4810836936428407e-83,1.0192500578585899e-85,1.4204018835425956e-93,1.3527721540301691e-95,3.0491411554443919e-96,3.200691119210896e-64,1.3293531536043274e-65,3.1111637265910457e-92
7.925346688134924e-18,0.11224537200000019,0.0,0.0,0.0,0.0,0.99999999999999678,3.1894496296906536e-15,1.0272770998719351e-17,2.8486201865353199e-27,1.0272770998752905e-17,2.058970652523082e-27,6.1788402715426821e-28,4.6527097359642661e-53,2.9007125911891826e-46,1.1653950754972452e-55,5.6680559173072219e-81,8.3380983001112247e-84,2.3274606362164233e-91,2.2166507099637817e-93,4.9963187631601255e-94,1.2041799928608107e-62,5.0013587978902555e-64,4.7194339832900204e-90
1.6316890240277786e-17,0.11224537200000038,0.0,0.0,0.0,0.0,0.99999999999999334,6.566513943474711e-15,2.1149822647400442e-17,1.1892428526771392e-26,2.1149822647540523e-17,8.595797166137875e-27,2.579544182973839e-27,8.0363989946902308e-52,2.438223772517812e-45,1.9656091782565187e-54,3.9404578707748119e-79,6.0009898641285692e-82,3.3529866133250217e-89,3.193373719851169e-91,7.1978471605938248e-92,4.1696929869850774e-61,1.7318117553104645e-62,6.5658797440153021e-88
3.309997734456351e-17,0.11224537200000073,0.0,0.0,0.0,0.0,0.99999999999998679,1.3320642571024167e-14,4.2903925953955096e-17,4.8584450935669114e-26,4.2903925954527353e-17,3.5116636171703049e-26,1.0538279674594247e-26,1.3352597034489951e-50,1.9990032560257361e-44,3.2285191277518665e-53,2.6272493047060707e-77,4.0676662785774043e-80,4.5474414854529141e-87,4.3310286998565091e-89,9.7621153506041178e-90,1.3872831120598701e-59,5.7618467419037283e-61,8.7581571097585203e-86
6.666615155313495e-17,0.1122453720000015,0.0,0.0,0.0,0.0,0.99999999999997313,2.6828899826048427e-14,8.641213260383418e-17,1.9638611866680119e-25,8.6412132606147354e-17,1.4194705814163504e-25,4.2597411391726654e-26,2.1768102895226005e-49,1.6188448199361953e-43,5.2335691190696188e-52,1.716009021649539e-75,2.6783340607368433e-78,5.9896331720526834e-85,5.7047444772710338e-87,1.2858463303489852e-87,4.526018424336458e-58,1.8798055103911853e-59,1.1442731992409068e-83
1.3379849997027784e-16,0.11224537200000305,0.0,0.0,0.0,0.0,0.99999999999994582,5.3845414335798357e-14,1.7342854605067152e-16,7.8965994577948722e-25,1.7342854605997271e-16,5.7076287828038031e-25,1.7128231787329029e-25,3.5155543376642194e-48,1.3029873977953153e-42,8.4285032917687457e-51,1.1094465221001708e-73,1.738529436180918e-76,7.7762752922391844e-83,7.4068176898232214e-85,1.6694927138673648e-85,1.4623571971318414e-56,6.0736542216818498e-58,1.4797254722239706e-81
2.680631968045636e-16,0.11224537200000612,0.0,0.0,0.0,0.0,0.99999999999989131,1.0787844335410384e-13,3.4746137353266303e-16,3.1668895665831482e-24,3.4746137356996496e-16,2.2890144262627936e-24,6.8691870391947233e-25,5.6511506183692973e-47,1.0455657293014262e-41,1.3529619447404714e-49,7.1365242615175006e-72,1.1205277763761002e-74,1.0023473462959939e-80,9.548307197956084e-83,2.1521832917335209e-83,4.7021195990940355e-55,1.9529461109758956e-56,1.9037455167068557e-79
5.365925904731351e-16,0.1122453720000122,0.0,0.0,0.0,0.0,0.99999999999978273,2.1594450138593747e-13,6.9552703084991324e-16,1.2684076674316458e-23,6.9552703099931551e-16,9.1679971763224964e-24,2.7512577754949334e-24,9.0629063946435326e-46,8.3772556982489588e-41,2.1682685062014997e-48,4.5789543674919375e-70,7.1966575219302497e-73,1.2872779842071065e-78,1.2265257884077131e-80,2.7645825041412483e-81,1.5083005706137849e-53,6.2644719246360855e-55,2.4430207773625208e-77
1.0736513778102783e-15,0.11224537200002438,0.0,0.0,0.0,0.0,0.99999999999956535,4.3207661743049509e-13,1.3916583548974831e-15,5.0769362352789617e-23,1.3916583554954811e-15,3.6695881479022863e-23,1.1012201173785258e-23,1.4517522320815753e-44,6.7069085995528738e-40,3.472059822207377e-47,2.9342440797300862e-68,4.6139649568897834e-71,1.6499071420600792e-76,1.5727373073876128e-78,3.5449413816260693e-79,4.8323648935612382e-52,2.0070410693987992e-53,3.1310602991376397e-75
