Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535)
6.574262428548723e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.6457238646269099e-16,8.5215063849431956e-19,2.8547374811394575e-29,8.5215063849465563e-19,2.0633922070412955e-29,6.192109076056908e-30,5.7368176646945233e-57,4.0398561518891801e-49,2.4002186082264348e-59,1.5074344545748631e-86,2.4986364126123554e-89,1.086169467426861e-97,1.0344511337589396e-99,2.3316472572337269e-100,2.2646026129737582e-67,9.4056456947214844e-69,2.0526908055739351e-96,7.5570881069356108e-88,1.2024077874195973e-84,6.6664911695925841e-98,1.2992869581621634e-113,-2.582546400817719e-184,-3.1868598637634842e-155
1.8407934799936427e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.4080268209544209e-16,2.3860217878297955e-18,1.7242614386080724e-28,2.3860217878318262e-18,1.2462888930728619e-28,3.7400338819995696e-29,1.8037472620989881e-55,4.7961172394755678e-48,5.3691930349187359e-58,1.7045426109237451e-84,1.9280598006670808e-87,1.5195070122868486e-95,1.4471564014043719e-97,3.2618827489244568e-98,1.3042951715489502e-65,5.4171703480669276e-67,4.1835214996542761e-94,7.910063875199968e-86,1.2585696716894259e-82,1.2626828632255684e-95,4.7747588635168904e-111,5.0354071788614784e-181,5.9514058541873055e-152
4.2075279542711835e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999833,1.6932632733605731e-15,5.4537640866835523e-18,8.3015765951511461e-28,5.4537640866933306e-18,6.0003445383748776e-28,1.8006653194091465e-28,4.0240609139480657e-54,4.7088563783002631e-47,1.0608620720522788e-56,1.5423060610758833e-82,2.1012938821243499e-85,3.3035795853685949e-93,3.1462873312324058e-95,7.0917147132928493e-96,5.8490069989955632e-64,2.4292865538665246e-65,7.5729388085322619e-92,7.10573186200885e-84,1.1305924274967798e-80,2.2692243645221587e-93,1.7285471331309368e-108,8.4392571848266251e-177,2.4773628786411945e-148
8.940996902826264e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999645,3.5981844558893511e-15,1.1589248685122285e-17,3.625516601044631e-27,1.1589248685164988e-17,2.6205081032511962e-27,7.8639785275408531e-28,7.5366207261014659e-53,4.1649301969806722e-46,1.8877474003591754e-55,1.1685308389279749e-80,1.7189888589265127e-83,5.4132201021323747e-91,5.1555023681018916e-93,1.1620474574201519e-93,2.2005426148586062e-62,9.1395831441580809e-64,1.1485238664358874e-89,5.3582462309208443e-82,8.5255007246354402e-79,3.4259742311998226e-91,5.2455817516188576e-106,1.0106693390353892e-172,7.0124537937328732e-145
1.8407934799936427e-17,0.11224537200000043,0.0,0.0,0.0,0.0,0.99999999999999256,7.4080268209409663e-15,2.3860217884924613e-17,1.5135818124979064e-26,2.3860217885102898e-17,1.0940105484511702e-26,3.2830562329790945e-27,1.3017638029805219e-51,3.500874881319505e-45,3.1839619931889834e-54,8.1236787674163741e-79,1.2371687570640469e-81,7.7983868484429878e-89,7.4271718530372794e-91,1.6740805343354788e-91,7.619780397702437e-61,3.164747453301465e-62,1.5976864628541865e-87,3.7151542521646455e-80,5.9111777860433289e-77,4.7536084688066708e-89,1.4597916370297937e-103,9.9842668150165908e-169,1.6767580023672309e-141
3.734181059415675e-17,0.11224537200000086,0.0,0.0,0.0,0.0,0.9999999999999849,1.5027711551020452e-14,4.840215629622876e-17,6.1834755736283932e-26,4.8402156296957101e-17,4.4693900584924074e-26,1.3412355950330492e-26,2.162900011784417e-50,2.8702288972261018e-44,5.2296674089674963e-53,5.4163577379721813e-77,8.3859325535016251e-80,1.0576434971754619e-86,1.0073138073400537e-88,2.2704798934864282e-89,2.5351489156405065e-59,1.0529314012364929e-60,2.1310060275982168e-85,2.4736081708102064e-78,3.9357541631040158e-75,6.3319681200051025e-87,3.8947005348789689e-101,8.9721394638391872e-165,3.7045474514034775e-138
7.52095621825974e-17,0.1122453720000017,0.0,0.0,0.0,0.0,0.99999999999996969,3.0267081011084425e-14,9.7486033165634996e-17,2.4994596921211283e-25,9.7486033168579037e-17,1.8065989220258615e-25,5.4214887232692373e-26,3.5260728535375003e-49,2.3243860286439403e-43,8.477517120917678e-52,3.5377376639675278e-75,5.5216743888725296e-78,1.3930633498033078e-84,1.3268136182324488e-86,2.9906307438119702e-87,8.2709366110733411e-58,3.4351941907815594e-59,2.7841214751100352e-83,1.6145274309934794e-76,2.5688707619042944e-73,8.2670310907171397e-85,1.0177429935767593e-98,7.6957070898755657e-161,7.8770467093638681e-135
1.509450653594787e-16,0.11224537200000344,0.0,0.0,0.0,0.0,0.99999999999993883,6.0745819930832311e-14,1.9565378709163912e-16,1.0050217491724474e-24,1.9565378710347696e-16,7.2642548162743446e-25,2.1799567734848128e-25,5.6946169044450289e-48,1.870868498464311e-42,1.3652782840342681e-50,2.2872436923449837e-73,3.5841658207277583e-76,1.8085860738307933e-82,1.7226830319127722e-84,3.8829182654198432e-85,2.6723407873867697e-56,1.109911716327985e-57,3.6002515511972698e-81,1.043469989212443e-74,1.6602608708257353e-71,1.0686788315454053e-82,2.6322563666160929e-96,6.4503581205639008e-157,1.6436182170580803e-131
3.024160717132413e-16,0.11224537200000692,0.0,0.0,0.0,0.0,0.99999999999987732,1.2170329776880799e-13,3.9198929569241414e-16,4.0305867210942299e-24,3.9198929573988932e-16,2.9132910894126282e-24,8.7426016906774967e-25,9.1539298012009684e-47,1.5012547977668078e-41,2.1915749290008088e-49,1.4712715128186697e-71,2.3100887562272828e-74,2.3312005150851472e-80,2.2207521854676198e-82,5.0055634450227932e-83,8.5927473345901685e-55,3.5688527384812698e-56,4.6318793731663949e-79,6.7109598830928622e-73,1.067775854399139e-69,1.3746684189413198e-80,6.7731440064424319e-94,5.3448371366935399e-153,3.3976162134905018e-128
6.053580844207664e-16,0.11224537200001379,0.0,0.0,0.0,0.0,0.99999999999975464,2.4361825343867904e-13,7.846603158890316e-16,1.6143370312673491e-23,7.8466031607917992e-16,1.166836005414421e-23,3.5016008087244944e-24,1.4680409953855484e-45,1.2028317489312649e-40,3.5122372576739106e-48,9.4400093206236379e-70,1.4836684574477372e-72,2.993790399934557e-78,2.8526624621216557e-80,6.4298857820622265e-81,2.7562985716508592e-53,1.1447820935762454e-54,5.9439329669547094e-77,4.3055387401650249e-71,6.8504818810640795e-68,1.763915591637168e-78,1.7383645156330993e-91,4.4034806940410824e-149,6.9907421962226316e-125
