Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40)
6.086584297529914e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.449464332319526e-16,7.8893818915108533e-19,2.4469178409766953e-29,7.8893818915137374e-19,1.7686218917475092e-29,5.3075220651849619e-30,4.2148048150373959e-57,3.2058685929038599e-49,1.7634259159866536e-59,9.4928817016820364e-87,1.5734853218223148e-89,6.3326263223002796e-98,6.031095653151519e-100,1.3594056963036815e-100,1.5403699228164977e-67,6.3976671447841244e-69,1.1967674636847047e-96,4.7589826080532363e-88,7.5720140552208557e-85
1.704243603308376e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,6.8585001304938767e-16,2.209026929662211e-18,1.4779383759497964e-28,2.2090269296639517e-18,1.0682476226313028e-28,3.2057433274202798e-29,1.325202070205395e-55,3.8060072052158373e-48,3.9447132486299799e-58,1.0734145885513236e-84,1.2141717698327802e-87,8.8590878422247491e-96,8.4372653237815423e-98,1.901755068151336e-98,8.8717421824028155e-66,3.6847287129277911e-67,2.4390923348889094e-94,4.9812647055315877e-86,7.9256865627297068e-83
3.8954139504191455e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999833,1.5676571726839397e-15,5.0492044108411526e-18,7.1156370815583218e-28,5.0492044108495335e-18,5.1431524614388657e-28,1.5434274166286334e-28,2.9564529167818315e-54,3.7367604669029513e-47,7.7940886858254878e-57,9.7124813118580226e-83,1.3232637863393659e-85,1.9260658709511673e-93,1.8343601960356171e-95,4.1346380105243618e-96,3.9784615671053252e-64,1.6523870106809468e-65,4.41520307563618e-92,4.4747465766843171e-84,7.1197657250397262e-81
8.277754644640684e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999656,3.3312714919517712e-15,1.0729559373825791e-17,3.1075856580384328e-27,1.0729559373862395e-17,2.2461498027643489e-27,6.7405530235376526e-28,5.5371091064400877e-53,3.305122357002287e-46,1.3869164548453144e-55,7.3586781599485538e-81,1.082511935200925e-83,3.1560376387888208e-91,3.0057802551352285e-93,6.7750125083371302e-94,1.4967966738096342e-62,6.216692900727558e-64,6.696166747629361e-90,3.37428914173461e-82,5.3688284459600748e-79
1.7042436033083762e-17,0.11224537200000038,0.0,0.0,0.0,0.0,0.99999999999999323,6.8585001304823463e-15,2.2090269302302107e-17,1.2973558392840712e-26,2.2090269302454921e-17,9.3772332722504043e-27,2.8140481996385459e-27,9.5639789660373576e-52,2.7781545593347898e-45,2.3392373738789263e-54,5.1157860323826214e-79,7.790916963574571e-82,4.546649910199193e-89,4.3302174891359238e-91,9.7602868918763179e-92,5.182931646285671e-61,2.1526433670481177e-62,9.3148912790679991e-88,2.3395723142928426e-80,3.7224909690900533e-77
3.457179880996992e-17,0.11224537200000077,0.0,0.0,0.0,0.0,0.99999999999998612,1.3912957407523136e-14,4.4811689169282861e-17,5.3001219202541489e-26,4.4811689169907152e-17,3.8309057642677677e-26,1.1496305099809231e-26,1.5890693981976649e-50,2.2776990710669314e-44,3.8422045974739191e-53,3.4108841547511931e-77,5.2809371305077139e-80,6.166326938246383e-87,5.8728786093878639e-89,1.3237436737855102e-89,1.7243939935654769e-59,7.1619800061802626e-61,1.2424270878693029e-85,1.5577240381311544e-78,2.4784924199559924e-75
6.963052436374223e-17,0.11224537200000156,0.0,0.0,0.0,0.0,0.99999999999997191,2.8021871961523282e-14,9.0254528943356881e-17,2.1423940218191142e-25,9.0254528945880348e-17,1.5485133616115005e-25,4.6469903338468821e-26,2.5905841431151085e-49,1.8445399462003374e-43,6.2283798292475538e-52,2.2278464346441471e-75,3.4772060449236967e-78,8.1219276746776865e-85,7.7356383656609861e-87,1.7436087181048339e-87,5.6258444389051941e-58,2.3365997176508895e-59,1.6232088825477107e-83,1.0167285686272006e-76,1.6177145353752135e-73
1.3974797547128683e-16,0.11224537200000319,0.0,0.0,0.0,0.0,0.99999999999994327,5.623970106919783e-14,1.8114020865195488e-16,8.614472135771921e-25,1.8114020866210165e-16,6.2265041272294324e-25,1.8685343769637066e-25,4.1838001935058598e-48,1.4846465180405316e-42,1.0030615653097325e-50,1.440363343211942e-73,2.2570840356196757e-76,1.0544583948252101e-82,1.0043651066782569e-84,2.2638335352543442e-85,1.817711136880086e-56,7.5495569294754553e-58,2.0990320533850254e-81,6.5711219786992447e-75,1.0455287156590813e-71
2.79982877686376e-16,0.1122453720000064,0.0,0.0,0.0,0.0,0.99999999999988642,1.1267535928324399e-13,3.6291156871095117e-16,3.4547886180872565e-24,3.6291156875164416e-16,2.4971066472609425e-24,7.4936585895298467e-25,6.7253362409613273e-47,1.1913358091912753e-41,1.6101365824533863e-49,9.2651496446516355e-72,1.4547497965872008e-74,1.3591704560752983e-80,1.2947512594862238e-82,2.9183623542404026e-83,5.8447383164416061e-55,2.4275135297837812e-56,2.7004954696805374e-79,4.2261425632687494e-73,6.7241861899580316e-70
5.604526821165544e-16,0.11224537200001272,0.0,0.0,0.0,0.0,0.99999999999977318,2.255466757061247e-13,7.2645429139614459e-16,1.3837174553772139e-23,7.2645429155912877e-16,1.0001451468514743e-23,3.0013721197772884e-24,1.0785607507061105e-45,9.5451914284362535e-41,2.5804188886967682e-48,5.9447283788602919e-70,9.3432186053497133e-73,1.7455156311346424e-78,1.6631699856518667e-80,3.7487761661716187e-81,1.8748187729212894e-53,7.7867434090007866e-55,3.4654536250473714e-77,2.71135804230881e-71,4.3140061485697569e-68
