Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52)
5.415578069359327e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999978,2.1794268626446244e-16,7.0196289846398211e-19,1.9371432907732364e-29,7.0196289846421043e-19,1.4001589976310788e-29,4.2017883015974925e-30,2.6415703790961734e-57,2.2581836343003536e-49,1.1052027005926615e-59,4.3637242551423744e-87,7.8071005711476962e-90,2.7956459325463431e-98,2.6625297804532503e-100,6.0013277160332819e-101
1.5163618594206115e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,6.1023952154043188e-16,1.965496115730162e-18,1.1700345476269455e-28,1.9654961157315402e-18,8.4569603458030625e-29,2.537880134199094e-29,8.3055199204765923e-56,2.680915617986963e-48,2.4722942395889099e-58,4.9634214966813479e-85,6.024308573690584e-88,3.9109958221598223e-96,3.724774315522942e-98,8.3956212830177215e-99
3.465969964389969e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999856,1.3948331920921187e-15,4.4925625503865652e-18,5.6332126895672308e-28,4.4925625503932005e-18,4.0716623652781947e-28,1.2218800381558632e-28,1.8529158043331516e-54,2.6321388660851639e-47,4.8848368267424608e-57,4.4933666357276774e-83,6.565586165604526e-86,8.5029488437237991e-94,8.0980951559211795e-96,1.825306290281454e-96
7.365186174328685e-18,0.11224537200000015,0.0,0.0,0.0,0.0,0.99999999999999711,2.9640205331944854e-15,9.5466954201955599e-18,2.4601719792806238e-27,9.5466954202245367e-18,1.7782019271640544e-27,5.3362711435590499e-28,3.4703062303734813e-53,2.3280970450329224e-46,8.6923062313694493e-56,3.4055720694068405e-81,5.3710571255106876e-84,1.3932876182332745e-91,1.3269528299644412e-93,2.9909445328545879e-94
1.5163618594206114e-17,0.11224537200000033,0.0,0.0,0.0,0.0,0.999999999999994,6.1023952153951901e-15,1.9654961161798282e-17,1.0270733727667214e-26,1.9654961161919255e-17,7.4236430069932408e-27,2.227788157984201e-27,5.9940909915586864e-52,1.9569058884119315e-45,1.4660845270198365e-54,2.3680237033100742e-79,3.8655887979252407e-82,2.0071991544474191e-89,1.9116481805690677e-91,4.3088447002528028e-92
3.076048343396098e-17,0.1122453720000007,0.0,0.0,0.0,0.0,0.99999999999998757,1.237914457978048e-14,3.9871492652942655e-17,4.1959298535358861e-26,3.9871492653436876e-17,3.0328003965439146e-26,9.1012415368326143e-27,9.9592717745256323e-51,1.6043897502271528e-44,2.4080483420555445e-53,1.5790060509521274e-77,2.6202219251974802e-80,2.722238618882367e-87,2.5926821813261236e-89,5.8438916654903449e-90
6.19542131134707e-17,0.11224537200000141,0.0,0.0,0.0,0.0,0.99999999999997502,2.4932643308486595e-14,8.0304555666987145e-17,1.6960619339412267e-25,8.0304555668984886e-17,1.225906411139666e-25,3.6788673472106219e-26,1.6236126396503381e-49,1.2992765323649e-43,3.9035504696410411e-52,1.0313923051578761e-75,1.725271731123866e-78,3.5855860345472131e-85,3.415029178457697e-87,7.6974573617342327e-88
1.2434167247249016e-16,0.11224537200000284,0.0,0.0,0.0,0.0,0.99999999999994948,5.0039640765640938e-14,1.6117068182209903e-16,6.8197904408282471e-25,1.6117068183013185e-16,4.9293157662944712e-25,1.4792563814263633e-25,2.6221386897230381e-48,1.0457709745119899e-42,6.286548778081492e-51,6.6683999552676064e-74,1.1198885699719763e-76,4.6551454067249882e-83,4.4339406830703067e-85,9.9940783946878759e-86
2.4911659119052907e-16,0.11224537200000564,0.0,0.0,0.0,0.0,0.9999999999998993,1.0025363567891818e-13,3.2290293464041471e-16,2.73504098932615e-24,3.2290293467263002e-16,1.9768760948691803e-24,5.9324797140103594e-25,4.2150111676815714e-47,8.3916564641785892e-42,1.0091306537435721e-49,4.289508089293127e-72,7.2179753322363511e-75,6.0004424133398525e-81,5.7158998407617763e-83,1.288360740970088e-83
4.986664286266069e-16,0.11224537200001133,0.0,0.0,0.0,0.0,0.99999999999979794,2.0068162550134667e-13,6.4636744230941294e-16,1.0954429855126253e-23,6.4636744243844208e-16,7.9178157388642714e-24,2.3760862593264476e-24,6.7597299811511491e-46,6.723541728929345e-41,1.6172414225089772e-48,2.7522621170583415e-70,4.6357884504815374e-73,7.7062691467969636e-79,7.3423472005326298e-81,1.6549610948718477e-81
9.977661034987625e-16,0.11224537200002269,0.0,0.0,0.0,0.0,0.99999999999959588,4.0153760512969988e-13,1.2932964657768779e-15,4.3846267486778447e-23,1.2932964662933311e-15,3.1691897606361279e-23,9.5105373667257807e-24,1.0828152656865641e-44,5.3829292748871786e-40,2.5896969675974298e-47,1.7636851718234661e-68,2.9721250492623788e-71,9.877452115923359e-77,9.4148723291233426e-79,2.1221071305301338e-79
1.9959654532430734e-15,0.11224537200004539,0.0,0.0,0.0,0.0,0.99999999999919142,8.0324956432039076e-13,2.5871545452296802e-15,1.7544218234067615e-22,2.5871545472961676e-15,1.2680887285493725e-22,3.8054538075030924e-23,1.7335113822473075e-43,4.3079917115326411e-39,4.1452131427651335e-46,1.1294767428219088e-66,1.9038311196960671e-69,1.2643927749343833e-74,1.2061707806623762e-76,2.7187023915474038e-77
3.992364152731695e-15,0.11224537200009072,0.0,0.0,0.0,0.0,0.99999999999838318,1.6066734824377125e-12,5.1748708342067714e-15,7.0188297033392833e-22,5.1748708424740866e-15,5.0731807897085386e-22,1.5224293640416705e-22,2.7744225122364107e-42,3.4470676027688126e-38,6.6337272813347278e-45,7.2309722080399333e-65,1.2189855243582518e-67,1.6164784952335717e-72,1.5445801312154156e-74,3.4814751692291752e-75
