Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535),C5H7(806),C5H8(470),C7H9(588),C5H9(108)
7.0281821652484905e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999967,2.8283977832700866e-16,9.1098735176286964e-19,3.2625571213022127e-29,9.1098735176325386e-19,2.3581625223356033e-29,7.0766960869304558e-30,7.4929863372958039e-57,4.9357575883446102e-49,3.1349794070955364e-59,2.2501645491144334e-86,3.7297429815806439e-89,1.7332825801463755e-97,1.6507518556955723e-99,3.7207857491699854e-100,3.1620728516463591e-67,1.3133137236847048e-68,3.2756338559038503e-96,1.1280551321211793e-87,1.7948477758997463e-84,1.0638223797818769e-97,2.2165261880433567e-113,-6.1517090320477644e-184,-6.6423028505439292e-155,-2.5861061344115384e-163,-4.2746175981843542e-140,0.0,-1.8879572302252539e-126
1.9678910062695775e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.9195137931551824e-16,2.5507645849882651e-18,1.9705845012663416e-28,2.5507645849905862e-18,1.4243301635150413e-28,4.2743244365807653e-29,2.3559147911609713e-55,5.8597314297189436e-48,7.0128235583181115e-58,2.5443901369785237e-84,2.8780367863033277e-87,2.4247918540328818e-95,2.3093368431149435e-97,5.2052328294933158e-98,1.8211920840962964e-65,7.5640146272698594e-67,6.6759614432844981e-94,1.1807442305977756e-85,1.878681259090829e-82,2.0149584772518896e-95,8.1455278261426383e-111,1.1994502666196975e-180,1.2404386024693764e-151,8.6905293191354193e-160,4.1461120102577671e-137,4.4793568786054431e-220,1.3292656644245165e-123
4.4980365857590336e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999822,1.8101745812921135e-15,5.8303190516479758e-18,9.4875161087439059e-28,5.83031905165915e-18,6.8575366153169871e-28,2.0579032221915331e-28,5.2559162950874426e-54,5.7531191072219667e-47,1.3856157687042697e-56,2.3022177950511194e-82,3.1366252689806631e-85,5.2717702026992275e-93,5.0207684844246418e-95,1.1316785145297566e-95,8.1669897106728912e-64,3.3920216358429197e-65,1.2084710816779296e-91,1.0606806786236982e-83,1.6876481714670938e-80,3.6211728260680471e-93,2.9488250988579152e-108,2.0102583192809674e-176,5.163513630420101e-148,7.2381509467212078e-156,8.5608511225686465e-134,5.6168063848366671e-215,1.3243389634278689e-120
9.558327744737946e-18,0.11224537200000022,0.0,0.0,0.0,0.0,0.99999999999999611,3.8466209852436066e-15,1.2389427985803072e-17,4.1434475440507808e-27,1.2389427985851877e-17,2.9948664037434363e-27,8.9874040315606244e-28,9.8437495172424589e-53,5.0885687721013111e-46,2.4656292618504101e-55,1.7442792718425733e-80,2.5659542134929713e-83,8.6382797795525398e-91,8.2270247690356056e-93,1.8543669524983979e-93,3.0726256429943497e-62,1.2761633127577308e-63,1.8327863401719121e-89,7.9983151405942281e-82,1.2726111865997083e-78,5.467086020378295e-91,8.9487308986776118e-106,2.4074469574536012e-172,1.4615904894351167e-144,4.0979114148206583e-152,1.2058209218039925e-130,7.1294337923482938e-210,9.2267418188797312e-118
1.9678910062695773e-17,0.11224537200000047,0.0,0.0,0.0,0.0,0.99999999999999212,7.9195137931398085e-15,2.5507645857455978e-17,1.7298077857117044e-26,2.5507645857659726e-17,1.2502977696818355e-26,3.7520642663335772e-27,1.7002629254542927e-51,4.2772487861545427e-45,4.1586442506828341e-54,1.2126307694422085e-78,1.8467358685138554e-81,1.2444461851970061e-88,1.1852099447300222e-90,2.6714568301514368e-91,1.0639527032985106e-60,4.4189483578682969e-62,2.5495490475063722e-87,5.5456530902200358e-80,8.8236822889340433e-77,7.5856923317959775e-89,2.4903400934406789e-103,2.3782844504120537e-168,3.4948301272896433e-141,1.9597785397432129e-148,1.4376729869280345e-127,6.3985768238428112e-205,5.4746797643150276e-115
3.992007469861143e-17,0.1122453720000009,0.0,0.0,0.0,0.0,0.99999999999998401,1.6065299408905068e-14,5.1744081614132637e-17,7.0668292270023379e-26,5.1744081614965009e-17,5.1078743527542336e-26,1.5328406800965996e-26,2.8250122573368018e-50,3.5067471785686638e-44,6.8305860524008837e-53,8.0850588215470235e-77,1.2517776845799964e-79,1.687758019442997e-86,1.6074467702150757e-88,3.6231763576996425e-89,3.5398376329901628e-59,1.4702119369318394e-60,3.4006073980698595e-85,3.6923831714761298e-78,5.8749449845904364e-75,1.0104400164025164e-86,6.6441872113272244e-101,2.1371922784921473e-164,7.7213069947320364e-138,8.6598257798340495e-145,1.5857715390387685e-124,4.8845622719231042e-200,3.012851009614555e-112
8.040240397044274e-17,0.11224537200000183,0.0,0.0,0.0,0.0,0.99999999999996758,3.2356870640327007e-14,1.0421695318096929e-16,2.8565253624228985e-25,1.0421695318433389e-16,2.064684482470339e-25,6.195987112784119e-26,4.6054829011086824e-49,2.8398551128568833e-43,1.1072675582629204e-51,5.2808212896170886e-75,8.2422661083438643e-78,2.2230068727666518e-84,2.117296760347327e-86,4.7723754851202448e-87,1.1548738800155135e-57,4.7965741092316351e-59,4.4428331143616162e-83,2.4100236238840953e-76,3.8345825882038164e-73,1.3192326516475471e-84,1.73622463817236e-98,1.8331416954389112e-160,1.6417953775867656e-134,3.6827401374281581e-141,1.6843850152086597e-121,3.4510228940803053e-195,1.5986737024060784e-109
1.6136706251410536e-16,0.11224537200000366,0.0,0.0,0.0,0.0,0.99999999999993472,6.4940013102736565e-14,2.0916269652857594e-16,1.1485962847675076e-24,2.0916269654210493e-16,8.3020055055616647e-25,2.4913791700803942e-25,7.4378669461065529e-48,2.2857629863981638e-42,1.783220667382196e-50,3.4141947357530293e-73,5.350125028866889e-76,2.8860725613833012e-82,2.7490154890742745e-84,6.1962660894222087e-85,3.7313991301232817e-56,1.5497737512495529e-57,5.7451936492620468e-81,1.5575997379981158e-74,2.4782902706642087e-71,1.7053716312705509e-82,4.4905132699120478e-96,1.5364951168530974e-156,3.4257562083890403e-131,1.5368808300667399e-137,1.7559717784730253e-118,2.347624248526879e-190,8.3319371370666539e-107
3.232963796014306e-16,0.11224537200000735,0.0,0.0,0.0,0.0,0.9999999999998691,1.3010629802581843e-13,4.1905418407952269e-16,4.6063848240996355e-24,4.1905418413378005e-16,3.3294755317588347e-24,9.9915447924227826e-25,1.1956153109642869e-46,1.8341816944563655e-41,2.8624653789890982e-49,2.196183805705318e-71,3.4482956955975711e-74,3.7200085981032844e-80,3.5438220451630069e-82,7.9877557693032964e-83,1.1998084207965977e-54,4.9832019827818026e-56,7.3914403661777117e-79,1.0017528965059777e-72,1.5938811474115738e-69,2.1936624219435376e-80,1.155468526107334e-93,1.2731557492104286e-152,7.0815712124905814e-128,6.3539507878824739e-134,1.8131418291070765e-115,1.5673946385332552e-185,4.3039190985796979e-104
6.471550137760811e-16,0.11224537200001473,0.0,0.0,0.0,0.0,0.99999999999973777,2.6043886786503317e-13,8.3883716260435048e-16,1.8449566071562306e-23,8.3883716282166263e-16,1.3335268641332226e-23,4.0018294981505331e-24,1.9174412679898936e-45,1.4695787222651426e-40,4.5874124595917849e-48,1.4091210401629517e-69,2.2146887031163486e-72,4.7772526201982612e-78,4.5522089416486973e-80,1.026065436368375e-80,3.8486296417952621e-53,1.5984633587749866e-54,9.4851840448010179e-77,6.4269302826720443e-71,1.0225792050126158e-67,2.8148137587415169e-78,2.9655734306456035e-91,1.048920467546613e-148,1.4570625331695591e-124,2.6147002501373029e-130,1.8621315820211536e-112,1.0367738352863008e-180,2.2133778907978658e-101
