Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535),C5H7(806),C5H8(470),C7H9(588)
6.91748857457486e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999967,2.7838533021200659e-16,8.9663892802302517e-19,3.1605991779647564e-29,8.9663892802339783e-19,2.2844677815981053e-29,6.8555330475480837e-30,7.031978657256917e-57,4.7062039851059321e-49,2.9420962685001703e-59,2.0457274524622722e-86,3.3908812141109701e-89,1.5509881940478099e-97,1.4771376730466138e-99,3.329458278661233e-100,2.920786716916435e-67,1.2130997876232791e-68,2.9311205698559331e-96,1.0255667916009638e-87,1.6317783833150219e-84,9.5193731297677344e-98,1.9521686349468445e-113,-5.0045827896233157e-184,-5.57801762886459e-155,-2.1375338203770922e-163,-3.6471448434710988e-140,0.0
1.936896800880961e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.7947892459351575e-16,2.5105889985150683e-18,1.9090019034905268e-28,2.5105889985173174e-18,1.3798185401084607e-28,4.1407419607903337e-29,2.2109666005152194e-55,5.5872053906720405e-48,6.5813516907880794e-58,2.3132213800621387e-84,2.6165558645457953e-87,2.1697694517639569e-95,2.0664574380327326e-97,4.6577810989291567e-98,1.6822236228520242e-65,6.9868336655026391e-67,5.9738202492849646e-94,1.073468872856448e-85,1.7079952455571418e-82,1.8030398632938135e-95,7.1740383565425713e-111,9.7578544775670138e-181,1.0416851699375569e-151,7.183115975870317e-160,3.5375029524355724e-137,3.4745994740995673e-220
4.427192687727911e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999822,1.7816661133561231e-15,5.7384891397015454e-18,9.1910224095187167e-28,5.7384891397123715e-18,6.6432323092353681e-28,1.9935890103339219e-28,4.9325448557500998e-54,5.4855514234571939e-47,1.3003641978580478e-56,2.0930514336141767e-82,2.8516505701827618e-85,4.7173229729928213e-93,4.4927202415288906e-95,1.0126561035510609e-95,7.5437968015947572e-64,3.1331894672014558e-65,1.0813706875507574e-91,9.6431357648229036e-84,1.5343183092553348e-80,3.2403243194494186e-93,2.5971287324457767e-108,1.6353998770387993e-176,4.336172352436676e-148,5.9826594905960128e-156,7.3042026079252672e-134,4.3569094925736206e-215
9.40778446142181e-18,0.11224537200000022,0.0,0.0,0.0,0.0,0.99999999999999611,3.7860404908796945e-15,1.2194289422884062e-17,4.0139609560123502e-27,1.219428942293134e-17,2.9012740829892727e-27,8.7065269714911074e-28,9.2381106010949893e-53,4.8519081813806338e-46,2.313928643862735e-55,1.5858040179720253e-80,2.3328272168148425e-83,7.7297675669635786e-91,7.3617655991036867e-93,1.6593369836743032e-93,2.8381648955115721e-62,1.1787841822349301e-63,1.6400238732857629e-89,7.2716360598859368e-82,1.1569891623315079e-78,4.892097846533072e-91,7.881446117812445e-106,1.9585236585654378e-172,1.2274022546595603e-144,3.3871093343922937e-152,1.0288187126261863e-130,5.5302418624034854e-210
1.936896800880961e-17,0.11224537200000047,0.0,0.0,0.0,0.0,0.99999999999999212,7.7947892459202622e-15,2.5105889992487329e-17,1.6757496841543114e-26,2.5105889992684727e-17,1.2112248181270255e-26,3.6348036228045302e-27,1.5956538643915295e-51,4.0783212921584576e-45,3.9027789765190974e-54,1.1024580620993994e-78,1.6789526774189744e-81,1.1135644217391591e-88,1.0605581051315475e-90,2.3904907888630284e-91,9.8276639071156886e-61,4.0817553480297108e-62,2.2814013889079545e-87,5.0418082046364043e-80,8.0220140198388661e-77,6.7878846181804896e-89,2.1933256764626119e-103,1.9347991849999958e-168,2.9348592586833837e-141,1.6198457029861499e-148,1.2266382374078469e-127,4.9633222684677399e-205
3.929133510358521e-17,0.1122453720000009,0.0,0.0,0.0,0.0,0.99999999999998412,1.5812286755975105e-14,5.0929091144646849e-17,6.8459842434167435e-26,5.0929091145453275e-17,4.9482485963935008e-26,1.4849358810731472e-26,2.6512027395667046e-50,3.3436543877963283e-44,6.4103265420442374e-53,7.3504965395630404e-77,1.1380487764493824e-79,1.5102523517353675e-86,1.4383871049391233e-88,3.2421147944231266e-89,3.2697256597254233e-59,1.3580257000825041e-60,3.0429500629758673e-85,3.3569152965582622e-78,5.3411817758196142e-75,9.0416931490311573e-87,5.8517575313547228e-101,1.7386641720635556e-164,6.484134714997609e-138,7.1577381540060569e-145,1.3529996895398247e-124,3.7889139247238752e-200
7.913606929313641e-17,0.11224537200000177,0.0,0.0,0.0,0.0,0.99999999999996825,3.184728177597961e-14,1.0257549350077783e-16,2.7672562890505595e-25,1.025754935040375e-16,2.0001611994971397e-25,6.0023482556411109e-26,4.3221295255808358e-49,2.7077783221759615e-43,1.0391416711375906e-51,4.8010360126165166e-75,7.4934239362436124e-78,1.9892088123342614e-84,1.8946147489087761e-86,4.270448812073585e-87,1.0667497076634363e-57,4.4305659281216496e-59,3.9755601576659658e-83,2.1910632570553502e-76,3.4861947977643732e-73,1.1804853937979711e-84,1.5291510101703737e-98,1.4913107975858205e-160,1.3787332167670397e-134,3.0439515124293255e-141,1.4371424930445134e-121,2.6769294998766069e-195
1.588255376722388e-16,0.11224537200000363,0.0,0.0,0.0,0.0,0.99999999999993572,6.391727181556786e-14,2.0586829842028734e-16,1.1127015829844996e-24,2.0586829843339424e-16,8.0425602221137359e-25,2.4135178371396368e-25,6.9802505061476019e-48,2.1794560622436282e-42,1.6735059958517429e-50,3.1040004840935456e-73,4.8640452111715372e-76,2.5825412813237973e-82,2.4598938577353905e-84,5.5445840902704415e-85,3.4466698070547167e-56,1.4315164588010041e-57,5.1409454981134562e-81,1.4160854948346469e-74,2.2531272841182915e-71,1.5260130894178308e-82,3.9549449591498606e-96,1.2499808146804115e-156,2.8768529661686335e-131,1.2703016284207469e-137,1.4982309307468314e-118,1.8210324692016025e-190
3.182044744304436e-16,0.11224537200000727,0.0,0.0,0.0,0.0,0.99999999999987099,1.2805725189306141e-13,4.1245390908829685e-16,4.4624310156549183e-24,4.1245390914086136e-16,3.2254263687615374e-24,9.6792860218896564e-25,1.1220548106745569e-46,1.7488770304903108e-41,2.6863489350683304e-49,1.9966510669723203e-71,3.135004529432103e-74,3.3287783990902297e-80,3.1711083963830505e-82,7.1476568316490833e-83,1.1082554607789617e-54,4.602952953469517e-56,6.6140489174318893e-79,9.1073955804162503e-73,1.4490704121707001e-69,1.9629490041667679e-80,1.01765970139001e-93,1.0357472076845129e-152,5.9469028508822142e-128,5.2518283165028093e-134,1.547029262228447e-115,1.2158149476992107e-185
6.369623479468532e-16,0.1122453720000145,0.0,0.0,0.0,0.0,0.99999999999974187,2.5633721204131669e-13,8.2562513374027823e-16,1.7872999978728792e-23,8.2562513395081042e-16,1.2918529268900744e-23,3.8767631157395539e-24,1.7994702673985636e-45,1.4012311005558042e-40,4.3051666203119366e-48,1.2810963239565391e-69,2.0134755706078262e-72,4.274850945281398e-78,4.0734404466060874e-80,9.1815071307612789e-81,3.5549549007595379e-53,1.4764907550602788e-54,8.4875839305204418e-77,5.8430170353721282e-71,9.296736303468995e-68,2.5187721360888107e-78,2.6118794799135725e-91,8.533259262194035e-149,1.2235998558503546e-124,2.1611683900139767e-130,1.588869174002232e-112,8.0421688639795231e-181
