Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25)
7.443099259496746e-05,0.12122037991355179,0.0,0.0,0.0,0.0,0.84628980857733793,0.00060597081377263744,8.918176968525169e-05,0.01398256192864746,8.7710970713057325e-05,0.070927808484391411,0.066656839798466816,9.2861878155035083e-08,1.1311463595681346e-06,0.0013588936487478
7.47389528501819e-05,0.12125518387525062,0.0,0.0,0.0,0.0,0.84574171991078195,0.00060573631941380015,8.9349997805075247e-05,0.01403594836903556,8.7671811298754829e-05,0.071173102841518829,0.066896082433180418,9.3146976340194504e-08,1.137608057002812e-06,0.0013691575619322284
7.504691310539633e-05,0.12128996452874496,0.0,0.0,0.0,0.0,0.84519434265989657,0.00060550209026846008,8.951776474994187e-05,0.014089292180349874,8.7632709514401242e-05,0.071418008655011758,0.067135015834147355,9.3431358643060227e-08,1.1440781448572737e-06,0.0013794505965584452
7.535487336061077e-05,0.12132472191158511,0.0,0.0,0.0,0.0,0.84464767530620832,0.00060526812598972392,8.9685072261594108e-05,0.014142593429259435,8.7593664894954415e-05,0.071662526800588877,0.06737364066597272,9.3715027000714109e-08,1.1505565819341037e-06,0.0013897726632152044
7.566283361582521e-05,0.12135945605427897,0.0,0.0,0.0,0.0,0.84410171632936282,0.00060503442594198021,8.9851921549782032e-05,0.014195852182571611,8.7554677451877414e-05,0.071906658155038869,0.06761195759411022,9.3997983576569832e-08,1.1570433087650053e-06,0.0014001236726807747
7.597079387103965e-05,0.1213941669946661,0.0,0.0,0.0,0.0,0.84355646421998198,0.00060480098975751104,9.0018314209062473e-05,0.014249068506624484,8.7515746856223111e-05,0.072150403588804798,0.067849967279110232,9.4280230469700358e-08,1.1635382800860815e-06,0.0014105035361453573
7.627875412625408e-05,0.12142885476351387,0.0,0.0,0.0,0.0,0.84301191746853354,0.00060456781687226024,9.0184251516947707e-05,0.014302242467809869,8.7476873054707075e-05,0.07239376397236226,0.068087670381633034,9.4561769729153482e-08,1.1700414413004645e-06,0.0014209121650064999
7.658671438146852e-05,0.12146351939761071,0.0,0.0,0.0,0.0,0.84246807457434858,0.00060433490688185693,9.0349734985165894e-05,0.014355374132155639,8.7438055784852674e-05,0.072636740171068137,0.068325067558388589,9.4842603331205884e-08,1.1765527450875651e-06,0.0014313494710386111
7.689467463668296e-05,0.12149816092848446,0.0,0.0,0.0,0.0,0.84192493403820623,0.00060410225925745732,9.0514765936529094e-05,0.014408463565667223,8.7399294946007757e-05,0.072879333049381545,0.068562159465483621,9.5122733385274149e-08,1.183072137790758e-06,0.0014418153662502226
7.72026348918974e-05,0.12153277939180543,0.0,0.0,0.0,0.0,0.84138249436822132,0.00060386987356709685,9.0679345832418465e-05,0.0144615108340575,8.7360590310579298e-05,0.07312154346752002,0.068798946755762133,9.5402161952921275e-08,1.1895995715804804e-06,0.0014523097629953433
7.751059514711183e-05,0.1215673748197269,0.0,0.0,0.0,0.0,0.84084075407511327,0.00060363774930336693,9.0843476013298871e-05,0.014514516002962108,8.7321941753286573e-05,0.073363372284145703,0.069035430080941332,9.5680891036182306e-08,1.1961349952787823e-06,0.0014628325738813884
7.81265156575407e-05,0.121636496706276,0.0,0.0,0.0,0.0,0.83975936569303311,0.00060317428322201111,9.1170392806671761e-05,0.014620400303766221,8.7244812168625396e-05,0.07384588852957176,0.069507487429268225,9.6236258789719083e-08,1.2092296143737673e-06,0.0014839630902901346
7.874243616796958e-05,0.12170552685591154,0.0,0.0,0.0,0.0,0.83868075707677747,0.00060271185726131025,9.1495527530780578e-05,0.014726116989363937,8.7167904656388809e-05,0.074326888597345861,0.069978336680524403,9.6788852840410592e-08,1.2223556075496413e-06,0.0015052062220796095
7.935835667839845e-05,0.1217744655341477,0.0,0.0,0.0,0.0,0.83760491648661994,0.00060225046763808735,9.1818890964046905e-05,0.014831666578403154,8.709121804037598e-05,0.074806379254889158,0.070447982971354212,9.733868906571167e-08,1.2355125764505184e-06,0.0015265612808255686
7.997427718882733e-05,0.12184331300722454,0.0,0.0,0.0,0.0,0.83653183225138361,0.00060179011058213118,9.2140493786350467e-05,0.014937049586798826,8.7014751172035981e-05,0.075284367229995708,0.070916431408205846,9.7885783451988256e-08,1.2487001301537753e-06,0.0015480275821618957
8.05901976992562e-05,0.12191206953532825,0.0,0.0,0.0,0.0,0.83546149278160531,0.00060133078236371002,9.24603469476258e-05,0.015042266527824161,8.6938502539999198e-05,0.075760859201904798,0.071383687061576273,9.8430151657775685e-08,1.2619178889724498e-06,0.0015696044471973471
8.120611820968508e-05,0.12198073538274554,0.0,0.0,0.0,0.0,0.8343938865549535,0.00060087247931374464,9.2778461356802301e-05,0.015147317912031421,8.6862470614208366e-05,0.076235861811079386,0.071849754972395166,9.8971809354418507e-08,1.2751654836556646e-06,0.0015912912009627136
8.182203872011395e-05,0.122049310809615,0.0,0.0,0.0,0.0,0.83332900211929095,0.00060041519775088064,9.3094847274303723e-05,0.015252204247351023,8.6786654466113335e-05,0.076709381657235107,0.072314640150397486,9.9510772115921042e-08,1.2884425248226087e-06,0.0016130871729372461
8.243795923054283e-05,0.12211779607401067,0.0,0.0,0.0,0.0,0.83226682809339081,0.00059995893392058826,9.3409514960197558e-05,0.015356926039192621,8.6711053066814645e-05,0.077181425298451692,0.072778347574155342,1.0004705533817009e-07,1.3017486295608274e-06,0.0016349916971768366
8.30538797409717e-05,0.12218619143424164,0.0,0.0,0.0,0.0,0.83120735316790184,0.00059950368414732954,9.3722475375968903e-05,0.015461483790349667,8.6635664586329802e-05,0.077651999250440043,0.073240882190886106,1.0058067428535352e-07,1.315083449234854e-06,0.0016570041121890082
8.366980025140057e-05,0.12225449714616758,0.0,0.0,0.0,0.0,0.83015056610291593,0.00059904944482921409,9.4033738718993554e-05,0.015565878000985483,8.6560487941049244e-05,0.078121109988679049,0.073702248916828764,1.0111164417841896e-07,1.3284466109156927e-06,0.0016791237608464972
8.428572076182945e-05,0.12232271346438565,0.0,0.0,0.0,0.0,0.8290964557267797,0.00059859621234550475,9.4343315072015733e-05,0.015670109168734164,8.6485522087482739e-05,0.078588763948803861,0.074162452638143417,1.0163998011650414e-07,1.3418377454866154e-06,0.0017013499903080456
8.551756178268718e-05,0.122458878930046,0.0,0.0,0.0,0.0,0.82699622074093437,0.00059769275342397548,9.4957447905126202e-05,0.015878084353872158,8.6336217333811871e-05,0.079519727047066571,0.075079390441424823,1.0268880985718155e-07,1.3687025192879318e-06,0.0017461196067099739
8.654709145304e-05,0.12257240919416294,0.0,0.0,0.0,0.0,0.82524903339841227,0.00059694073153725169,9.5465631803363568e-05,0.016051406810664085,8.6212069548972803e-05,0.080293379654324079,0.075842209087061588,1.035574345842611e-07,1.3912378393182483e-06,0.0017838578213744372
8.757662112339282e-05,0.12268569297961474,0.0,0.0,0.0,0.0,0.82350918148511554,0.00059619147582357936,9.5969233342475634e-05,0.016224280125514159,8.6088494843470216e-05,0.081063044516605759,0.076601840939453922,1.0441889291736566e-07,1.4138467068667995e-06,0.0018218854637013077
8.860615079374564e-05,0.1227987314096394,0.0,0.0,0.0,0.0,0.82177661468921592,0.00059544496971290371,9.6468298325824424e-05,0.016396706553018614,8.5965487678494492e-05,0.081828750601825928,0.077358307998023679,1.0527325231151547e-07,1.4365275220205764e-06,0.0018601996014240528
8.963568046409846e-05,0.12291152564751759,0.0,0.0,0.0,0.0,0.82005128321201637,0.00059470119677731926,9.6962871792780108e-05,0.01656868832903349,8.5843042782359874e-05,0.08259052657738214,0.078111632035957099,1.0612057947723478e-07,1.459278700863988e-06,0.0018987973349778883
9.066521013445128e-05,0.12302407682100176,0.0,0.0,0.0,0.0,0.81833313775487215,0.00059396014071737703,9.7452998249942006e-05,0.016740227670879258,8.5721154919874334e-05,0.083348400818208171,0.078861834606152648,1.0696094037188822e-07,1.4820986839954621e-06,0.0019376757963763828
9.16947398048041e-05,0.12313638604705233,0.0,0.0,0.0,0.0,0.81662212948139046,0.00059322178533163664,9.7938721728914462e-05,0.016911326777341168,8.5599818872888312e-05,0.084102401431526738,0.07960893705817694,1.0779440012744574e-07,1.5049859394739386e-06,0.0019768321452917487
9.272426947515691e-05,0.12324845446098565,0.0,0.0,0.0,0.0,0.81491821008252907,0.00059248611454454576,9.8420085630827634e-05,0.017081987829482222,8.5479029514810937e-05,0.08485255621252788,0.080352960508961499,1.0862102313320489e-07,1.527938956962253e-06,0.0020162635768291065
9.375379914550973e-05,0.12336028314192259,0.0,0.0,0.0,0.0,0.81322133171713196,0.00059175311239435032,9.8897132751059167e-05,0.017252212990436489,8.535878186604892e-05,0.085598892683756755,0.081093925869437478,1.0944087307873789e-07,1.5509562444814552e-06,0.0020559673151083644
9.478332881586255e-05,0.12347187320687263,0.0,0.0,0.0,0.0,0.81153144703259694,0.0005910227630633411,9.936990539257587e-05,0.017422004405846427,8.5239070963189875e-05,0.086341438080627567,0.081831853835251905,1.1025401278894971e-07,1.5740363409045698e-06,0.0020959406159044018
9.581285848621537e-05,0.12358322572027526,0.0,0.0,0.0,0.0,0.80984850912105744,0.00059029505082746855,9.9838445384909741e-05,0.017591364203800707,8.5119891875192239e-05,0.087080219380241894,0.082566764906437662,1.1106050436007342e-07,1.5971778070418244e-06,0.0021361807620631922
9.684238815656819e-05,0.12369434177459862,0.0,0.0,0.0,0.0,0.80817247154084493,0.00058956996008399458,0.00010030279393917386,0.017760294495255742,8.5001239846426121e-05,0.087815263286509418,0.083298679377650647,1.1186040932913908e-07,1.6203792151036938e-06,0.0021766850662453927
9.7871917826921e-05,0.12380522242446121,0.0,0.0,0.0,0.0,0.80650328829669193,0.00058884747534787161,0.00010076299175380844,0.017928797374131698,8.4883110188373014e-05,0.088546596242873116,0.084027617347082084,1.1265378847028963e-07,1.643639163025672e-06,0.0022174508689795807
9.890144749727382e-05,0.12391586873392661,0.0,0.0,0.0,0.0,0.80484091383316259,0.00058812758123590427,0.000101219079125545,0.018096874917532584,8.4765498166079195e-05,0.089274244436103004,0.084753598719441645,1.1344070169606881e-07,1.6669562774348296e-06,0.002258475538253701
9.999999999999998e-05,0.12407869883170469,0.0,0.0,0.0,0.0,0.80307454663187161,0.00058736226297164199,0.00010170125571926498,0.018275754153712971,8.4640566765895354e-05,0.090046642024188606,0.085525013759654961,1.1427330826362855e-07,1.6918981517886195e-06,0.0023025331736551309
0.0001004204925962069,0.12407869883170469,0.0,0.0,0.0,0.0,0.80240046139149623,0.00058707009446224117,0.00010188460174317442,0.01834409668601629,8.4592900269433552e-05,0.090341196504443888,0.085819408111471082,1.1459008948287085e-07,1.7014616149895753e-06,0.0023194736583932851
0.00010193953769513997,0.1242410243832944,0.0,0.0,0.0,0.0,0.79997459055932274,0.00058601816575762789,0.00010254138784706025,0.018590403524614406,8.4421404828658033e-05,0.091400265400293293,0.086878886325456511,1.1572571791861434e-07,1.7360841594328239e-06,0.0023810214220021065
0.00010345858279407305,0.12440284869035098,0.0,0.0,0.0,0.0,0.79756316018600393,0.00058497174703629263,0.00010318956071944232,0.018835801911185546,8.4250997769557719e-05,0.092451532208398371,0.087932095018142573,1.168477718929813e-07,1.7708197079037859e-06,0.0024431107032641822
0.00010497762789300612,0.12456417500823305,0.0,0.0,0.0,0.0,0.79516603110312734,0.00058393079081642599,0.00010382924175020307,0.019080298248654582,8.4081664975508709e-05,0.093495076854253276,0.088979094974212386,1.1795643295037347e-07,1.805664177596194e-06,0.0025057335015998923
0.0001064966729919392,0.12472500655719729,0.0,0.0,0.0,0.0,0.79278306608196236,0.00058289525003260155,0.0001044605496307732,0.019323898866447604,8.3913393176626356e-05,0.094530978129307122,0.090019946124850467,1.190518799410839e-07,1.8406135298643697e-06,0.0025688819391827041
0.00010801571809087228,0.1248853465211756,0.0,0.0,0.0,0.0,0.79041412980341663,0.00058186507832883505,0.00010508360181432447,0.019566610021513806,8.3746168469667965e-05,0.095559313708071844,0.091054707561509324,1.2013428840498217e-07,1.8756638823508908e-06,0.0026325482587050849
0.00010953476318980535,0.12504519804196484,0.0,0.0,0.0,0.0,0.78805908881116438,0.00058084022948500164,0.0001056985121305469,0.019808437900049988,8.3579978820258211e-05,0.096580160176130622,0.092083437555902412,1.2120383139830861e-07,1.9108113199477194e-06,0.0026967248211651838
0.00011105380828873843,0.1252045642326055,0.0,0.0,0.0,0.0,0.78571781156525766,0.00057982065826065301,0.00010630539450625745,0.020049388618887158,8.3414810151779428e-05,0.097593592990457625,0.093106193537127097,1.222606785991999e-07,1.9460521784782008e-06,0.0027614041124947868
0.00011238085019246891,0.12534339217676574,0.0,0.0,0.0,0.0,0.78368362772881495,0.00057893424201927108,0.0001068290850730123,0.020259170699224026,8.3271344665369158e-05,0.098472921781103284,0.093994831303366944,1.2317368431049701e-07,1.9769122193629041e-06,0.002818313729829278
0.00011370789209619939,0.1254818541229087,0.0,0.0,0.0,0.0,0.78165976351866528,0.00057805178949966399,0.00010734680569254217,0.020468291952633246,8.3128641207400538e-05,0.0993466984879363,0.094878990402067043,1.2407723837696656e-07,2.0078383075886559e-06,0.0028755964867525474
0.00011503493399992987,0.12561995202928547,0.0,0.0,0.0,0.0,0.77964613450343645,0.00057717327124026305,0.0001078586279976888,0.020676756330175874,8.298669161828728e-05,0.10021497151273291,0.095758707685313249,1.2497144901284033e-07,2.0388280863201627e-06,0.0029332475779500749
0.00011636197590366035,0.1257576879042424,0.0,0.0,0.0,0.0,0.77764265725270265,0.00057629865814172812,0.00010836462250332564,0.020884567744717482,8.2845487925935695e-05,0.10107778867156668,0.096634019565111029,1.2585642285328366e-07,2.069879250113293e-06,0.0029912622616582317
0.00011768901780739083,0.125895063718707,0.0,0.0,0.0,0.0,0.77564924931314971,0.00057542792142109859,0.00010886485866385223,0.021091730071393356,8.2705022324241321e-05,0.10193519720956067,0.0975049620239926,1.2673226508193808e-07,2.1009895298838034e-06,0.0030496358576994819
0.00011901605971112132,0.12603208140255387,0.0,0.0,0.0,0.0,0.77366582916759352,0.00057456103254433866,0.00010935940489969596,0.021298247147874965,8.2565287174679889e-05,0.10278724382741955,0.098371570633301111,1.2759907942318888e-07,2.1321566967593741e-06,0.0031083637434160135
0.00012167014351858229,0.1263050501679819,0.0,0.0,0.0,0.0,0.76972863108737388,0.00057283868543276046,0.00011033169587408939,0.021709360720788398,8.228797829109312e-05,0.10447543522421843,0.1000919264353759,1.293060317106087e-07,2.1946529976905178e-06,0.0032268642136159945
0.00012432422732604325,0.12657660936388285,0.0,0.0,0.0,0.0,0.7658304297917965,0.00057113139375917165,0.00011128202248645314,0.022117938445080129,8.2013502464424508e-05,0.10614272538580448,0.1017953632289447,1.309780805345353e-07,2.2573511567089632e-06,0.0033467279004268709
0.00012697831113350422,0.1268467740240389,0.0,0.0,0.0,0.0,0.76197060659024918,0.00056943893881592367,0.00011221089630634773,0.022524009741792771,8.1741802814839403e-05,0.1077894683368948,0.10348215088852925,1.3261600454156339e-07,2.3202348079221919e-06,0.0034679199537843678
0.00012963239494096518,0.12711555865355992,0.0,0.0,0.0,0.0,0.75814855683092508,0.00056776110613038471,0.00011311881409121609,0.022927603486250392,8.1472824279387064e-05,0.10941600989534764,0.10515255312280811,1.3422056103401517e-07,2.3832881894428139e-06,0.0035904064114173147
0.00013228647874842614,0.12738297771922935,0.0,0.0,0.0,0.0,0.7543636894586494,0.00056609768526774326,0.00011400625825992636,0.023328748022781346,8.1206513569064928e-05,0.11102268793277444,0.1068068276701935,1.3579248665234496e-07,2.4464961161299134e-06,0.0037141541699017614
0.0001349405625558871,0.12764904530554272,0.0,0.0,0.0,0.0,0.75061542661320824,0.00056444846977156263,0.00011487369745770518,0.023727471179088844,8.0942819012453247e-05,0.11260983260920997,0.10844522647630388,1.3733249807409361e-07,2.5098439613801821e-06,0.0038391309594878109
0.00013759464636334807,0.12791377527533582,0.0,0.0,0.0,0.0,0.74690320325330051,0.00056281325710878154,0.00011572158698425778,0.024123800280231218,8.06816905445094e-05,0.11417776659201961,0.1100679958598791,1.3884129266654689e-07,2.5733176325572786e-06,0.0039653053210068935
0.00014024873017080903,0.12817718122123561,0.0,0.0,0.0,0.0,0.74322646676198345,0.00056119184861842743,0.00011655036935077544,0.024517762161669555,8.0423079600658529e-05,0.11572680528864154,0.11167537668720888,1.4031954913024654e-07,2.6369035546554935e-06,0.0040926465798229788
0.00014290281397827,0.12843927652266768,0.0,0.0,0.0,0.0,0.73958467658205818,0.00055958404938016122,0.00011736047468438586,0.024909383182069224,8.0166939085867016e-05,0.11725725706056407,0.11326760453313098,1.4176792809417562e-07,2.7005886474162845e-06,0.0042211248224515614
0.00014555689778573096,0.1287000743009363,0.0,0.0,0.0,0.0,0.73597730386894777,0.00055798966814867197,0.00011815232116170066,0.025298689235612397,7.991322329278745e-05,0.11876942342689772,0.11484490983422564,1.4318707270452486e-07,2.7643603080794735e-06,0.0043507108743324526
0.00014821098159319192,0.12895958746133696,0.0,0.0,0.0,0.0,0.73240383115593743,0.00055640851727191691,0.00011892631542522512,0.025685705763937881,7.9661887841727649e-05,0.12026359926059706,0.11640751803653053,1.4457760919769203e-07,2.8282063930850549e-06,0.0044813762784559428
0.00015351914920811387,0.12947481042308168,0.0,0.0,0.0,0.0,0.72535657080538429,0.00055328517356628768,0.00012042231862078337,0.026452969816847173,7.9166186794569959e-05,0.12319912673573134,0.11948952083544007,1.4727528134206675e-07,2.9560754608826311e-06,0.0047458347768733035
0.00015882731682303583,0.12998504426704613,0.0,0.0,0.0,0.0,0.71843897123306222,0.00055021258621287838,0.00012185152151054223,0.027211370247787081,7.8679505603566078e-05,0.12606607266972861,0.12251532203557007,1.4986563597806656e-07,3.084107266065383e-06,0.0050142862276232516
0.00016413548443795778,0.13049038455471496,0.0,0.0,0.0,0.0,0.71164727046286236,0.00054718937593509643,0.00012321680058743122,0.027961095415172377,7.8201532060089528e-05,0.12886657550215952,0.12548655959612659,1.5235312638561526e-07,3.2122195537381054e-06,0.0052865267424163321
0.00016944365205287973,0.1309909237290748,0.0,0.0,0.0,0.0,0.70497785999482698,0.00054421421392268556,0.00012452088205144361,0.02870232744261297,7.7731970691453017e-05,0.13160268412753587,0.12840480422955688,1.5474198227801616e-07,3.3403359460656512e-06,0.0055623620608731125
0.00017475181966780169,0.13148675125441486,0.0,0.0,0.0,0.0,0.69842727658997761,0.00054128581968430336,0.00012576635146846368,0.029435242512691549,7.727054151896797e-05,0.13427636272348112,0.13127156302182641,1.5703622325103441e-07,3.4683855278353594e-06,0.0058416070176007051
0.00018005998728272364,0.13197795377760557,0.0,0.0,0.0,0.0,0.6919921946002473,0.0005384029589699835,0.00012695566267364598,0.030160011142085021,7.6816978956639864e-05,0.13688949525995228,0.13408828281136514,1.5923967140036702e-07,3.5963024635547925e-06,0.0061240850436150886
0.0001853681548976456,0.1324646152523077,0.0,0.0,0.0,0.0,0.68566941879431575,0.00053556444175467189,0.00012809114598963777,0.03087679843939892,7.637103077017889e-05,0.13944388971865557,0.13685635334867036,1.6135596293580023e-07,3.724025644770568e-06,0.0064096276988372548
0.00019067632251256754,0.13294681706404793,0.0,0.0,0.0,0.0,0.67945587765239179,0.00053276912029807727,0.00012917501578966993,0.031585764347274357,7.5932457165773869e-05,0.14194128203710266,0.13957711024833125,1.633885590643155e-07,3.8514983600662552e-06,0.0066980742347273574
0.0001959844901274895,0.13342463814756392,0.0,0.0,0.0,0.0,0.67334861710280136,0.00053001588738407063,0.00013020937759288339,0.03228706387003491,7.5501029902543746e-05,0.14438333979239645,0.14225183774541428,1.6534075610091279e-07,3.9786680015433106e-06,0.0069892711857159166
0.00020129265774241145,0.13389815509897893,0.0,0.0,0.0,0.0,0.66734479465749574,0.00052730367451316409,0.00013119623449773884,0.032980847288152336,7.5076531613596349e-05,0.14677166565002261,0.1448817712754053,1.6721569489086072e-07,4.1054857741324346e-06,0.0072830719868303669
0.0002066008253573334,0.1343674422818273,0.0,0.0,0.0,0.0,0.66144167391691633,0.00052463145036660221,0.00013213749337419035,0.033667260360099462,7.4658754932710572e-05,0.14910780059560394,0.14746809989086276,1.6901636954165631e-07,4.2319064614825611e-06,0.0075793366150130534
0.00021190899297225536,0.13483257191692855,0.0,0.0,0.0,0.0,0.65563661940040574,0.00052199821893083101,0.00013303497014869578,0.034346444513189411,7.4247502180813964e-05,0.15139322697495691,0.15001196853433901,1.7074563572598049e-07,4.357888136542348e-06,0.0078779312520761875
0.0002172171605871773,0.13529361418477834,0.0,0.0,0.0,0.0,0.64992709171376628,0.0005194030186608786,0.00013389039575185404,0.035018537022727163,7.3842584061744392e-05,0.15362937133619606,0.15251448016203523,1.7240621816259505e-07,4.4833920513127773e-06,0.008178727968531271
0.00022252532820209926,0.13575063728762707,0.0,0.0,0.0,0.0,0.64431064295725982,0.00051684491959048018,0.00013470541943339195,0.03568367118364895,7.3443820686528076e-05,0.15581760712867007,0.15497669776194314,1.7400071819480451e-07,4.6083821854516649e-06,0.008481604425863867
0.00022783349581702121,0.13620370758433836,0.0,0.0,0.0,0.0,0.63878491252225866,0.00051432302530328813,0.00013548161677914424,0.036341976467624118,7.3051037510406337e-05,0.15795925717612389,0.15739964619877206,1.7553161948029109e-07,4.7328256224958071e-06,0.0087864435983863003
0.00023168476861720746,0.13652998930945837,0.0,0.0,0.0,0.0,0.63483127848988963,0.00051251546436430087,0.00013602132770362615,0.03681539841504014,7.2769709809898989e-05,0.15948466924003382,0.15913356752231428,1.7660388894185696e-07,4.8227538926024707e-06,0.0090087804730629058
0.00023503121694055522,0.13681185883776686,0.0,0.0,0.0,0.0,0.63143303138578577,0.00051095969035095236,0.00013647476939141007,0.037223935685313569,7.252769646009121e-05,0.16079113060659012,0.16062412960099293,1.7751011553179913e-07,4.9006390412886949e-06,0.0092027324159582348
0.00023837766526390298,0.13709221670608981,0.0,0.0,0.0,0.0,0.62806875605019863,0.00050941750993598544,0.00013691414417229094,0.037629874481887857,7.228790947105937e-05,0.16208024198963833,0.16209998872080705,1.7839322287542082e-07,4.9782795858972182e-06,0.0093973625210801454
0.00024172411358725074,0.13737107813746555,0.0,0.0,0.0,0.0,0.62473792398103645,0.00050788872204813229,0.00013733979221081116,0.038033244449666645,7.20503118700444e-05,0.16335229836289572,0.16356137418351047,1.7925375141399611e-07,5.0556689892354131e-06,0.0095926452740212401
0.00024507056191059846,0.13764845813269427,0.0,0.0,0.0,0.0,0.62144001808717553,0.00050637312789140099,0.00013775204536834465,0.038434074720553449,7.1814865757190006e-05,0.1646075880985764,0.16500851031485872,1.8009222649322572e-07,5.132801316837893e-06,0.0097885558462758315
0.0002484170102339462,0.1379243714544152,0.0,0.0,0.0,0.0,0.61817453237877207,0.00050487053103545295,0.00013815122423162788,0.038832393924779371,7.1581535620417517e-05,0.16584639315199601,0.166441616598859,1.8090915410834951e-07,5.2096706221599078e-06,0.0099850700749298492
0.00025142881372495915,0.13817145141599366,0.0,0.0,0.0,0.0,0.61526290502880532,0.00050352915091678413,0.00013849956523602161,0.039188757512552068,7.1373318910198063e-05,0.16694745128707317,0.16771959432960551,1.8162637853632261e-07,5.2786235551360578e-06,0.010162429556967105
0.0002544406172159721,0.13841736552668052,0.0,0.0,0.0,0.0,0.61237678312223098,0.00050219801147938898,0.00013883779188400406,0.039543130114500988,7.1166762973215127e-05,0.16803557700024227,0.16898653528209934,1.8232690910411496e-07,5.3473552362594111e-06,0.010340242232444334
0.00025745242070698507,0.13866212406040004,0.0,0.0,0.0,0.0,0.60951581971205793,0.0005008769780840502,0.00013916612058815822,0.039895531605563063,7.0961843483151205e-05,0.1691109631720174,0.1702425899007034,1.8301108576669501e-07,5.4158620104070791e-06,0.010518491794406825
0.000260464224197998,0.1389057371171251,0.0,0.0,0.0,0.0,0.6066796743991183,0.00049956591870419734,0.00013948476187674493,0.040245981558622815,7.0758536813196043e-05,0.17017379890754503,0.17148790577533116,1.8367923937662143e-07,5.4841403438465206e-06,0.010697162322405305
0.000263476027689011,0.13914821468065688,0.0,0.0,0.0,0.0,0.60386801319842176,0.00049826470589629617,0.0001397939218531895,0.040594499252336665,7.0556819349728832e-05,0.17122426960595344,0.17272262769938931,1.8433170779594475e-07,5.5521870779541288e-06,0.0108762382780139
