Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535),C5H7(806),C5H8(470),C7H9(588),C5H9(108)
7.028175419875703e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999967,2.8283977833244904e-16,9.1098650722387207e-19,3.2625539900909756e-29,9.1098650722425629e-19,2.3581602906347288e-29,7.0766827344876126e-30,7.4929720548147205e-57,4.9357502249221891e-49,3.1349704255184905e-59,2.2501559715574821e-86,3.7297303079802534e-89,1.7332750269578152e-97,1.6507460046172767e-99,3.7207702784422026e-100,3.1620617457109855e-67,1.3133099598954707e-68,3.2756140523031038e-96,1.1280511768351091e-87,1.7948411956860564e-84,1.0638180278547656e-97,2.2165130329422494e-113,-6.1516489932194045e-184,-6.6422507673874938e-155,-2.5860833743951257e-163,-4.2745892143646994e-140,0.0,-1.8879487264298343e-126
1.967889117565197e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.9195137933075105e-16,2.5507622202790717e-18,1.9705826100147541e-28,2.5507622202813924e-18,1.4243288155677134e-28,4.2743163717052892e-29,2.3559103005203993e-55,5.8597226878638147e-48,7.0128034668894558e-58,2.544380435436093e-84,2.8780270067854646e-87,2.4247812874355785e-95,2.3093286576868308e-97,5.2052111865540201e-98,1.8211856876460967e-65,7.5639929497709366e-67,6.6759210725686207e-94,1.1807400905684905e-85,1.878674371529518e-82,2.0149502343792071e-95,8.1454794695733832e-111,1.1994385585565488e-180,1.2404288740972909e-151,8.6904528212646999e-160,4.1460844797483539e-137,4.4793101124370264e-220,1.3292596771049602e-123
4.49803226872045e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999822,1.8101745813269314e-15,5.8303136465983893e-18,9.4875070031816284e-28,5.8303136466095651e-18,6.8575301255308435e-28,2.0578993393011544e-28,5.2559062767153707e-54,5.7531105244166972e-47,1.3856117989765081e-56,2.3022090166961731e-82,3.1366146107837559e-85,5.2717472297592366e-93,5.0207506883462813e-95,1.131673809101556e-95,8.166961026305444e-64,3.3920119147425585e-65,1.2084637736747467e-91,1.0606769595717584e-83,1.6876419842651994e-80,3.6211580124294747e-93,2.9488075924729344e-108,2.0102386963136435e-176,5.1634731337448531e-148,7.2380872321339266e-156,8.5607942779487457e-134,5.6167477403252801e-215,1.3243329982993205e-120
9.558318571030956e-18,0.11224537200000022,0.0,0.0,0.0,0.0,0.99999999999999611,3.8466209853175954e-15,1.23894165000727e-17,4.1434435674125082e-27,1.2389416500121508e-17,2.9948635694833258e-27,8.9873870739582128e-28,9.8437307539403781e-53,5.0885611807071338e-46,2.4656221979318589e-55,1.7442726208105225e-80,2.5659454944262054e-83,8.6382421363816706e-91,8.2269956084046567e-93,1.8543592421898532e-93,3.0726148512184277e-62,1.2761596554368296e-63,1.8327752565823064e-89,7.9982870961971542e-82,1.2726065209931718e-78,5.4670636554041351e-91,8.9486777716238789e-106,2.407423457133537e-172,1.4615790262598276e-144,4.0978753421396042e-152,1.2058129151022776e-130,7.1293593538117631e-210,9.2267002595038026e-118
1.967889117565197e-17,0.11224537200000047,0.0,0.0,0.0,0.0,0.99999999999999212,7.9195137932921375e-15,2.5507622210364031e-17,1.7298061255435062e-26,2.5507622210567785e-17,1.2502965864340315e-26,3.7520571868683794e-27,1.7002596845604881e-51,4.2772424051301288e-45,4.158632336351373e-54,1.2126261455773191e-78,1.8467295933382878e-81,1.244440762283153e-88,1.1852057437618148e-90,2.6714457224490259e-91,1.0639489664491557e-60,4.4189356937272804e-62,2.5495336292444178e-87,5.5456336455617891e-80,8.8236499398315361e-77,7.5856612999421208e-89,2.4903253085952305e-103,2.3782612346345966e-168,3.4948027173412358e-141,1.9597612882991115e-148,1.437663440788636e-127,6.3985100157669859e-205,5.4746551050932495e-115
3.992003638489399e-17,0.1122453720000009,0.0,0.0,0.0,0.0,0.99999999999998401,1.6065299409214077e-14,5.1744033644317511e-17,7.0668224446735484e-26,5.1744033645149926e-17,5.1078695188008688e-26,1.532837787904069e-26,2.8250068725433354e-50,3.5067419470190087e-44,6.8305664830745618e-53,8.0850279923962923e-77,1.2517734310618108e-79,1.6877506647920083e-86,1.607441072631546e-88,3.6231612928242844e-89,3.5398252002570998e-59,1.4702077234924175e-60,3.4005868329931571e-85,3.6923702249152154e-78,5.8749234460545972e-75,1.0104358828539774e-86,6.6441477654167318e-101,2.1371714160941591e-164,7.7212464363197761e-138,8.659749549301028e-145,1.5857610096798848e-124,4.8845112716257205e-200,3.0128374390381235e-112
8.040232680337805e-17,0.11224537200000183,0.0,0.0,0.0,0.0,0.99999999999996758,3.2356870640949381e-14,1.0421685656570774e-16,2.8565226208971612e-25,1.0421685656907249e-16,2.0646825285090983e-25,6.1959754220794818e-26,4.6054741225364836e-49,2.8398508762118254e-43,1.1072643859904309e-51,5.2808011532662973e-75,8.2422381012720541e-78,2.2229971859004636e-84,2.1172892556044304e-86,4.7723556419681003e-87,1.1548698238298606e-57,4.7965603628636708e-59,4.4428062463984697e-83,2.4100151736442413e-76,3.8345685299795293e-73,1.3192272548775276e-84,1.7362143303470652e-98,1.8331238010381081e-160,1.6417825009203963e-134,3.6827077190308188e-141,1.684373831393446e-121,3.450986861477048e-195,1.5986665016108916e-109
1.6136690764034616e-16,0.11224537200000366,0.0,0.0,0.0,0.0,0.99999999999993472,6.4940013103985666e-14,2.0916250262242128e-16,1.1485951824120663e-24,2.0916250263595073e-16,8.3019976487694426e-25,2.4913744692994724e-25,7.4378527686896614e-48,2.2857595763768221e-42,1.7832155585339792e-50,3.4141817170403207e-73,5.3501068492397087e-76,2.8860599857184009e-82,2.7490057452096382e-84,6.1962403258493663e-85,3.7313860245818308e-56,1.5497693097962605e-57,5.745158905257764e-81,1.5575942766009213e-74,2.4782811848355786e-71,1.7053646548671765e-82,4.4904866100666812e-96,1.53648011819742e-156,3.4257293400249685e-131,1.5368673012142964e-137,1.7559601200242719e-118,2.3475997366407718e-190,8.3318996081016729e-107
3.2329606931428233e-16,0.11224537200000735,0.0,0.0,0.0,0.0,0.9999999999998691,1.3010629802832098e-13,4.1905379559158063e-16,4.6063804031612767e-24,4.1905379564583981e-16,3.3294723808337392e-24,9.9915259401887727e-25,1.1956130319861404e-46,1.8341789581276779e-41,2.8624571781525194e-49,2.1961754314025445e-71,3.4482839783534542e-74,3.7199923900785867e-80,3.543809484114281e-82,7.9877225568653209e-83,1.1998042067904802e-54,4.9831877015629708e-56,7.3913956664885882e-79,1.0017493840666919e-72,1.5938753039754934e-69,2.1936534480191828e-80,1.1554616661720764e-93,1.2731433211815737e-152,7.081515671383754e-128,6.3538948553223899e-134,1.8131297924935677e-115,1.5673782731336493e-185,4.303899712738449e-104
6.471543926621548e-16,0.11224537200001473,0.0,0.0,0.0,0.0,0.99999999999973777,2.604388678700426e-13,8.3883638495282868e-16,1.8449548364749375e-23,8.3883638517014842e-16,1.3335256021196614e-23,4.001821947423628e-24,1.9174376131299554e-45,1.4695765298702617e-40,4.5873993168579573e-48,1.4091156670203885e-69,2.2146811776478477e-72,4.7772318093757491e-78,4.5521928063852053e-80,1.0260611700728618e-80,3.8486161245135859e-53,1.598458777783987e-54,9.4851266831952669e-77,6.4269077479372387e-71,1.0225754560655322e-67,2.8148022437825979e-78,2.96555582423981e-91,1.0489102284375985e-148,1.4570511053580498e-124,2.614677233457848e-130,1.8621192230665463e-112,1.0367630101785886e-180,2.2133679212371845e-101
