,base.py,chemkin.py,model.py,model.py,poll.py,~,~,~,~,~,~,~,~,~,~,~
,1260,1659,234,1066,77,0,0,0,0,0,0,0,0,0,0,0
,isMoleculeForbidden,markDuplicateReaction,checkForExistingSpecies,removeSpeciesFromEdge,poll,<gc.collect>,<method 'copy' of 'rmgpy.molecule.molecule.Molecule' objects>,<method 'generateResonanceIsomers' of 'rmgpy.molecule.molecule.Molecule' objects>,<method 'generateResonanceIsomers' of 'rmgpy.species.Species' objects>,<method 'isCyclic' of 'rmgpy.molecule.graph.Graph' objects>,<method 'isIsomorphic' of 'rmgpy.molecule.molecule.Molecule' objects>,<method 'isIsomorphic' of 'rmgpy.species.Species' objects>,<method 'isSubgraphIsomorphic' of 'rmgpy.molecule.molecule.Molecule' objects>,<method 'simulate' of 'rmgpy.solver.base.ReactionSystem' objects>,<method 'split' of 'rmgpy.molecule.molecule.Molecule' objects>,<method 'update' of 'rmgpy.molecule.molecule.Molecule' objects>
,,,,,,,,,,,,,,,,
265,2167.500446,1702.369834,2976.040214,1742.483331,2441.158822,4219.289124,9129.81113,26210.038052,2065.579138,536.773849,8357.246282,1536.935351,7488.804685,6641.186598,4102.608872,2479.531363
266,2172.119855,1704.458847,2980.24837,1745.920984,2453.304047,4239.081888,9141.235495,26233.503113,2067.709704,537.537884,8372.844966,1538.909937,7503.635918,6697.204538,4109.387185,2484.283254
267,2176.830393,1705.725134,2985.621067,1747.400991,2465.510093,4260.90256,9158.144685,26279.762871,2069.862976,538.533388,8423.264069,1542.714571,7525.927624,6756.4379,4120.823863,2490.289365
268,2176.900076,1705.851136,2985.883601,1747.975532,2472.677696,4284.819322,9158.410126,26280.771338,2070.078637,538.592043,8423.291186,1542.786381,7526.263285,6815.190464,4120.95771,2490.369937
269,2176.927432,1705.942819,2985.970633,1752.318451,2477.560924,4304.701087,9158.479281,26280.924517,2070.11811,538.609351,8423.296288,1542.801751,7526.407222,6872.201566,4120.995843,2490.397262
270,2176.927432,1705.948195,2985.970633,1754.732231,2477.560924,4324.568223,9158.479537,26280.924517,2070.11811,538.609351,8423.296328,1542.801751,7526.411794,6929.177265,4120.995843,2490.397262
271,2176.955332,1706.032084,2986.055854,1755.346445,2482.356129,4344.361765,9158.551198,26281.074746,2070.149764,538.627076,8423.301958,1542.820926,7526.558522,6985.065227,4121.034786,2490.424972
272,2176.955332,1706.037424,2986.055854,1755.827388,2482.356129,4364.253072,9158.560272,26281.074746,2070.149764,538.627076,8423.302035,1542.820926,7526.564344,7041.445086,4121.034786,2490.424972
273,2186.346241,1709.187824,2998.550923,1755.827388,2486.826221,4384.103111,9177.677798,26361.201189,2079.605371,542.431838,8444.496038,1546.641346,7553.761006,7098.04482,4131.722324,2500.361641
274,2186.382522,1709.347624,2998.828651,1755.827388,2493.183292,4407.235247,9177.754861,26362.080605,2079.697875,542.440243,8444.51256,1546.731141,7554.041362,7155.097306,4131.756602,2500.396165
275,2186.466053,1709.513857,2999.505557,1756.231163,2500.917719,4427.241203,9178.217485,26367.681293,2080.670653,542.518582,8444.55606,1547.46834,7555.16639,7212.973535,4132.008902,2500.53522
276,2186.543042,1709.680701,3000.205819,1756.231163,2507.081207,4447.33833,9178.668008,26372.308477,2081.67564,542.607543,8444.591688,1548.369774,7556.268864,7269.967623,4132.247191,2500.666268
277,2190.2907,1710.605349,3005.070838,1773.12177,2530.996727,4467.334385,9188.655234,26419.369172,2086.697376,543.336616,8457.864065,1550.555999,7570.801349,7330.100315,4138.093744,2505.259392
278,2190.803365,1710.903797,3005.934171,1774.156777,2565.358503,4489.500221,9189.922664,26425.601523,2087.67285,543.471292,8459.406741,1550.789348,7574.844395,7389.126513,4138.800245,2505.848825
279,2190.95164,1711.296485,3008.048692,1775.129905,2576.44492,4509.788057,9190.579244,26437.630889,2091.162325,543.7357,8459.491075,1551.671543,7577.293297,7447.973962,4139.123355,2506.085332
280,2191.088197,1711.676048,3010.009552,1778.11789,2586.814343,4530.018145,9191.302033,26451.976315,2094.487749,543.986922,8459.58086,1553.499199,7579.972243,7509.67535,4139.490368,2506.334038
281,2198.792724,1713.255487,3020.138034,1779.563293,2593.205187,4550.220514,9211.504662,26575.725324,2103.996898,545.513831,8508.242321,1559.198488,7613.112561,7569.674358,4152.188089,2515.880566
282,2213.700014,1716.424015,3038.796321,1781.982418,2604.591798,4575.026168,9240.63664,26693.864765,2113.270299,551.180089,8538.861233,1565.693749,7653.092289,7630.415831,4168.841564,2530.862533
283,2213.700014,1716.429241,3038.796321,1784.330645,2604.591798,4599.910121,9240.64547,26693.864765,2113.270299,551.180089,8538.861315,1565.693749,7653.095993,7691.220015,4168.841564,2530.862533
284,2214.484807,1716.742862,3040.048691,1784.330645,2626.659249,4620.213708,9242.684812,26703.113269,2114.265552,551.386856,8541.210231,1566.156305,7660.006156,7752.894682,4169.929234,2531.751048
285,2214.563323,1716.884238,3040.708722,1789.2079,2634.233486,4640.823647,9243.130707,26708.348757,2115.083685,551.483256,8541.243666,1566.813508,7660.611744,7816.450547,4170.16838,2531.893821
286,2214.610901,1717.002072,3041.334523,1805.046536,2644.43414,4661.103922,9243.40625,26711.154565,2115.822966,551.586987,8541.261361,1567.474735,7661.223849,7878.688065,4170.319251,2531.977608
287,2215.493442,1717.307974,3042.642658,1806.478496,2648.461119,4681.442587,9245.526722,26726.835347,2117.752107,551.655314,8542.363914,1567.746179,7665.846324,7940.012911,4171.353638,2533.001405
288,2219.540842,1718.016258,3046.841884,1807.278099,2698.722549,4702.224482,9256.024041,26775.508068,2121.507784,552.338428,8557.712432,1569.812447,7679.694879,8001.899714,4177.545767,2537.905506
289,2219.688314,1718.339572,3048.981099,1807.999109,2703.185027,4724.592093,9256.799258,26791.928981,2124.153742,552.631883,8557.803315,1570.811254,7681.615367,8064.047173,4177.931711,2538.16899
290,2219.845294,1718.640243,3050.826492,1809.747668,2708.022673,4745.142619,9257.635978,26806.707435,2126.68887,552.877887,8557.890073,1572.201144,7683.465203,8128.244529,4178.354004,2538.453246
291,2227.616529,1719.968999,3060.159174,1811.41587,2728.135578,4765.766417,9278.02651,26933.95637,2135.359946,554.407223,8606.146651,1577.540624,7715.730543,8194.728403,4191.208319,2548.086393
292,2236.834942,1723.238619,3073.167477,1813.42924,2747.506804,4790.620484,9296.31091,27011.440023,2145.029517,558.279398,8624.151757,1582.030659,7742.14797,8258.926809,4201.351264,2557.716723
293,2237.345435,1723.477339,3074.437499,1815.165752,2754.632356,4814.13406,9297.619276,27018.695754,2146.544992,558.482325,8625.557754,1582.909409,7744.228294,8323.830688,4202.098962,2558.307705
294,2237.486863,1723.742692,3075.20917,1815.165752,2757.581984,4834.781906,9298.194461,27024.367281,2147.168059,558.592879,8625.612104,1583.623158,7745.351101,8390.522407,4202.389589,2558.504091
295,2237.522056,1723.86732,3075.726316,1835.133431,2764.713749,4855.263878,9298.318565,27026.366126,2147.763542,558.637211,8625.634915,1583.752905,7745.940129,8456.113562,4202.439296,2558.553747
296,2241.413572,1724.628701,3080.132093,1836.767389,2790.606633,4875.741255,9308.600685,27074.421188,2151.685799,559.356505,8640.474456,1585.991262,7761.31371,8520.39189,4208.534375,2563.283496
297,2241.601908,1724.908504,3082.028171,1838.138747,2797.345164,4898.233175,9309.506489,27091.80158,2153.722465,559.606631,8640.602678,1586.845937,7762.884266,8587.627024,4209.012331,2563.584862
298,2241.717305,1725.075951,3083.454772,1838.827733,2804.236593,4918.925604,9310.151887,27102.45032,2155.342257,559.829786,8640.670293,1587.96011,7764.289594,8653.689482,4209.340032,2563.802165
299,2242.614751,1725.383586,3084.998266,1840.603314,2810.280956,4939.500594,9312.442953,27121.011285,2157.665446,559.998455,8641.81898,1588.701374,7768.118144,8719.560813,4210.477327,2564.881664
300,2242.643073,1725.483362,3085.362406,1842.162555,2818.048591,4960.444517,9312.527837,27122.090502,2157.955711,560.02448,8641.828098,1588.819169,7768.314305,8784.861188,4210.5185,2564.925431
301,2250.260579,1726.8099,3094.350021,1843.09164,2835.971734,4981.003894,9332.44392,27248.041711,2165.528679,561.444858,8693.130045,1593.696252,7798.419061,8850.392246,4223.242393,2574.459567
302,2250.260579,1726.8099,3094.350021,1843.09164,2835.971734,4981.003894,9332.44392,27248.041711,2165.528679,561.444858,8693.130045,1593.696252,7798.419061,8873.937126,4223.242393,2574.459567
