Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535),C5H7(806),C5H8(470),C7H9(588),C5H9(108)
7.0281804321239e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999967,2.8283977833531788e-16,9.1098606185816494e-19,3.2625563168631401e-29,9.1098606185854917e-19,2.3581619724158603e-29,7.0766843216580243e-30,7.4929827424202572e-57,4.9357572649826525e-49,3.134977132807925e-59,2.2501623690832607e-86,3.729740947718642e-89,1.733281207551179e-97,1.6507518909299144e-99,3.7207828391867341e-100,3.1620681009307067e-67,1.3133127697439164e-68,3.2756278573679958e-96,1.1280539274986425e-87,1.7948447713227229e-84,1.0638216833115776e-97,2.2165236303976068e-113,-6.1516959538295446e-184,-6.6422919990635877e-155,-2.586101271785862e-163,-4.2746097971820905e-140,0.0,-1.8879568050145599e-126
1.9678905209946923e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.9195137933878421e-16,2.5507609732550913e-18,1.970584015385142e-28,2.5507609732574128e-18,1.4243298313635166e-28,4.2743173303562176e-29,2.355913660874581e-55,5.8597310458236276e-48,7.0128184708276819e-58,2.5443876712888454e-84,2.8780352168842869e-87,2.424789933828301e-95,2.3093368924064167e-97,5.2052287585412749e-98,1.8211893479273113e-65,7.5640091330593343e-67,6.6759492154469987e-94,1.1807429697097851e-85,1.8786781141764928e-82,2.0149571580854953e-95,8.1455184238244179e-111,1.1994477162011922e-180,1.2404365754896657e-151,8.690512975037695e-160,4.1461044437787069e-137,4.4793506996154502e-220,1.3292653650438156e-123
4.498035476559296e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999822,1.8101745813452926e-15,5.8303107962578639e-18,9.487513769435083e-28,5.8303107962690397e-18,6.857535016150377e-28,2.0578998008503097e-28,5.2559137734806878e-54,5.7531187303112624e-47,1.3856147635018842e-56,2.302215563994272e-82,3.1366235585510304e-85,5.2717660279599096e-93,5.0207685915900761e-95,1.1316776294571578e-95,8.1669774405427342e-64,3.3920191720083202e-65,1.2084688681742836e-91,1.0606795459486138e-83,1.687645346342345e-80,3.6211704553345573e-93,2.9488216949391761e-108,2.0102540447093574e-176,5.1635051925961876e-148,7.2381373337825277e-156,8.5608354994041096e-134,5.6167986360688976e-215,1.324338665156773e-120
9.558325387688505e-18,0.11224537200000022,0.0,0.0,0.0,0.0,0.99999999999999611,3.846620985356614e-15,1.2389410443099084e-17,4.143446522413159e-27,1.2389410443147895e-17,2.9948657053453644e-27,8.9873890896646369e-28,9.8437447945520964e-53,5.0885684387280516e-46,2.4656274731464449e-55,1.744277581454364e-80,2.5659528142553437e-83,8.638272938863257e-91,8.2270249446367665e-93,1.8543655022195861e-93,3.0726210266647268e-62,1.2761623858015807e-63,1.8327829830980635e-89,7.9983065993875772e-82,1.2726090562472942e-78,5.467082441150008e-91,8.9487205686753485e-106,2.4074418382505228e-172,1.4615881009800297e-144,4.0979037076985327e-152,1.2058187212430775e-130,7.1294239565980137e-210,9.226739740808744e-118
1.9678905209946924e-17,0.11224537200000047,0.0,0.0,0.0,0.0,0.99999999999999212,7.9195137933724688e-15,2.5507609740124239e-17,1.7298073591981084e-26,2.5507609740327996e-17,1.2502974781143888e-26,3.7520580283861339e-27,1.7002621097269832e-51,4.2772485059342121e-45,4.1586412337720603e-54,1.2126295942673195e-78,1.8467348614723917e-81,1.2444451997162835e-88,1.1852099700276607e-90,2.671454740836157e-91,1.0639511048101343e-60,4.4189451481134808e-62,2.5495443775235269e-87,5.5456471681508943e-80,8.8236675180809756e-77,7.5856873655441669e-89,2.4903372186740869e-103,2.3782793931876646e-168,3.4948244161738579e-141,1.9597748538755865e-148,1.4376703632669753e-127,6.39856799627247e-205,5.4746785312933168e-115
3.992006485446376e-17,0.1122453720000009,0.0,0.0,0.0,0.0,0.99999999999998401,1.6065299409377037e-14,5.1744008347545362e-17,7.0668274845551323e-26,5.1744008348377801e-17,5.1078731616060759e-26,1.5328381316915302e-26,2.8250109019936933e-50,3.5067469488270717e-44,6.8305810971155599e-53,8.0850509861878971e-77,1.2517770019745249e-79,1.6877566829058852e-86,1.6074468045251372e-88,3.6231735240556391e-89,3.5398323147186971e-59,1.4702108690262155e-60,3.4006011691908651e-85,3.6923792284681829e-78,5.8749351499266098e-75,1.0104393548808222e-86,6.6441795414507644e-101,2.1371877339147993e-164,7.7212943768184192e-138,8.6598094927444333e-145,1.5857686451468288e-124,4.8845555330641236e-200,3.0128503310523809e-112
8.040238414349743e-17,0.11224537200000183,0.0,0.0,0.0,0.0,0.99999999999996758,3.2356870641277591e-14,1.0421680561587092e-16,2.8565246580978791e-25,1.0421680561923572e-16,2.0646840009892089e-25,6.1959768117233731e-26,4.6054806915573984e-49,2.8398549268061334e-43,1.1072667549897143e-51,5.280816171878405e-75,8.2422616137632489e-78,2.2230051123749769e-84,2.1172968055399005e-86,4.7723717527010996e-87,1.1548721449266696e-57,4.7965706251840266e-59,4.442824976427769e-83,2.4100210502759741e-76,3.83457616910871e-73,1.319231787963238e-84,1.736222633913846e-98,1.8331377973951408e-160,1.6417926946113278e-134,3.6827332110496494e-141,1.6843819414397547e-121,3.4510181329488014e-195,1.5986733423486332e-109
1.6136702272156476e-16,0.11224537200000366,0.0,0.0,0.0,0.0,0.99999999999993472,6.4940013104644384e-14,2.0916240036645522e-16,1.1485960015615146e-24,2.0916240037998495e-16,8.3020035695472204e-25,2.4913750280691743e-25,7.4378633776755049e-48,2.2857628366482506e-42,1.7832193737351336e-50,3.4141914269921191e-73,5.3501221113966214e-76,2.8860702759367755e-82,2.7490155477506689e-84,6.1962612433951187e-85,3.7313935240488157e-56,1.5497726255533327e-57,5.7451831257860032e-81,1.5575980746718619e-74,2.4782861220038206e-71,1.7053705147856868e-82,4.4905080861568361e-96,1.53649184960363e-156,3.4257506101091022e-131,1.5368779395481749e-137,1.7559685742429379e-118,2.3476210096681966e-190,8.3319352605263629e-107
3.2329629987769947e-16,0.11224537200000735,0.0,0.0,0.0,0.0,0.9999999999998691,1.3010629802964071e-13,4.1905359072335648e-16,4.6063836883169383e-24,4.1905359077761675e-16,3.3294747553304551e-24,9.9915281811052358e-25,1.1956147373494749e-46,1.8341815742913566e-41,2.8624633023980134e-49,2.1961816773407521e-71,3.4482938152118846e-74,3.720005652336246e-80,3.5438221208044714e-82,7.987749522173825e-83,1.1998066181978817e-54,4.9831983631752357e-56,7.3914268272634581e-79,1.0017518267539935e-72,1.5938784792529636e-69,2.1936609857798675e-80,1.1554671922573214e-93,1.2731530419317706e-152,7.0815596399672441e-128,6.3539388375591153e-134,1.8131385209156635e-115,1.5673924760993968e-185,4.3039181292402286e-104
6.471548541899688e-16,0.11224537200001473,0.0,0.0,0.0,0.0,0.99999999999973777,2.6043886787268439e-13,8.3883597486009007e-16,1.8449561522507303e-23,8.3883597507741415e-16,1.3335265531568891e-23,4.0018228449590991e-24,1.9174403480680538e-45,1.4695786259866922e-40,4.5874091316280721e-48,1.4091196745558505e-69,2.2146874954276936e-72,4.7772488373933674e-78,4.5522090388145776e-80,1.0260646338948914e-80,3.8486238595932135e-53,1.5984621977127427e-54,9.4851666707668688e-77,6.4269234194521099e-71,1.0225774932140468e-67,2.8148119159148989e-78,2.9655700072442331e-91,1.0489182370871801e-148,1.4570601520739109e-124,2.6146953324841355e-130,1.8621281851833186e-112,1.0367724049107285e-180,2.2133773922955918e-101
