Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5)
3.28716450389861e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999989,1.3228756555322955e-16,0.0
9.204060610916107e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999956,3.7040518354904263e-16,0.0
2.1037852824951103e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999911,8.4664041954066859e-16,0.0
4.4705437253021094e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999822,1.7991108915239191e-15,0.0
9.204060610916108e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999634,3.704051835490417e-15,0.0
1.8671094382144106e-17,0.11224537200000043,0.0,0.0,0.0,0.0,0.99999999999999245,7.513933723423394e-15,0.0
3.76051619246001e-17,0.11224537200000086,0.0,0.0,0.0,0.0,0.9999999999999849,1.5133697499289272e-14,0.0
7.54732970095121e-17,0.1122453720000017,0.0,0.0,0.0,0.0,0.99999999999996969,3.0373225051020741e-14,0.0
1.5120956717933605e-16,0.11224537200000342,0.0,0.0,0.0,0.0,0.99999999999993916,6.0852280154482499e-14,0.0
3.0268210751898397e-16,0.11224537200000682,0.0,0.0,0.0,0.0,0.99999999999987821,1.218103903614014e-13,0.0
6.056271881982798e-16,0.11224537200001368,0.0,0.0,0.0,0.0,0.9999999999997562,2.4372661077522061e-13,0.0
1.2115173495568717e-15,0.11224537200002736,0.0,0.0,0.0,0.0,0.99999999999951239,4.8755905160278467e-13,0.0
2.423297672274055e-15,0.11224537200005474,0.0,0.0,0.0,0.0,0.99999999999902478,9.7522393325761562e-13,0.0
4.8468583177084225e-15,0.11224537200010949,0.0,0.0,0.0,0.0,0.99999999999804934,1.9505536965660882e-12,0.0
9.693979608577156e-15,0.11224537200021896,0.0,0.0,0.0,0.0,0.99999999999609879,3.9012132231782776e-12,0.0
1.9388222190314623e-14,0.11224537200043791,0.0,0.0,0.0,0.0,0.99999999999219746,7.8025322763836312e-12,0.0
3.8776707353789556e-14,0.11224537200087581,0.0,0.0,0.0,0.0,0.99999999998439482,1.5605170382718235e-11,0.0
7.755367768073942e-14,0.11224537200175162,0.0,0.0,0.0,0.0,0.99999999996878952,3.1210446595083019e-11,0.0
