Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535),C5H7(806)
6.690630089651479e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.6925544713141933e-16,8.6723412166649404e-19,2.9566923911801474e-29,8.6723412166684254e-19,2.1370847858648248e-29,6.4132558287751519e-30,6.153907724444462e-57,4.2581979958639055e-49,2.5747242979460996e-59,1.6747821831499939e-86,2.7760223879453629e-89,1.2281105582088039e-97,1.1696341391448996e-99,2.6363484679575612e-100,2.472247875413858e-67,1.0268063161876384e-68,2.3209385283963534e-96,8.3960405554919017e-88,1.335892852822198e-84,7.537672263424292e-98,1.4950822065554804e-113,-3.2442031575934926e-184,-3.8652973457137019e-155,-1.4326318099345697e-163
1.873376425102414e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.5391525196787802e-16,2.4282555407135163e-18,1.7858422042726402e-28,2.4282555407156206e-18,1.2907992106833502e-28,3.8736065206446969e-29,1.9348870502553063e-55,5.0553326778021877e-48,5.7595552841583385e-58,1.8937722894085348e-84,2.1421032468815909e-87,1.7180768124223899e-95,1.6362721027751993e-97,3.6881477511477463e-98,1.4238882125622601e-65,5.9138786530371061e-67,4.7302283526588383e-94,8.7882020448962136e-86,1.3982895376865852e-82,1.4276910229856213e-95,5.4942882204280766e-111,6.3254948172308951e-181,7.2183761447244733e-152,4.8143146965048016e-160
4.282003257376946e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999833,1.7232348616404109e-15,5.5502983789968958e-18,8.598061473549341e-28,5.5502983790070238e-18,6.2146425576098512e-28,1.8649747951045737e-28,4.3166265669870348e-54,4.963355635102149e-47,1.1379910749767429e-56,1.7135250606255149e-82,2.3345688997085096e-85,3.7352925929226288e-93,3.557446992089261e-95,8.0184646978666551e-96,6.3853123913955201e-64,2.6520314056267143e-65,8.5625781715906529e-92,7.8945768708602243e-84,1.2561049247372125e-80,2.565767976360528e-93,1.9890294831303353e-108,1.0601422199313796e-176,3.0047584428827938e-148,4.0097369504886695e-156
9.099256921926011e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999645,3.6618740809839404e-15,1.1794384056320986e-17,3.7549993367961729e-27,1.1794384056365214e-17,2.7140976783737663e-27,8.1448349035442938e-28,8.0845638140665454e-53,4.3900319116155868e-46,2.0249943423490332e-55,1.2982552085994006e-80,1.9098223065659843e-83,6.1206212926898006e-91,5.8292280583706221e-93,1.3139045901675305e-93,2.4023141070623573e-62,9.9776049445418998e-64,1.2986141364309918e-89,5.9530935915743508e-82,9.4719575200680526e-79,3.8736826158650905e-91,6.0360614780188255e-106,1.2696060890661313e-172,8.5053060421204516e-145,2.2701304499896277e-152
1.873376425102414e-17,0.11224537200000043,0.0,0.0,0.0,0.0,0.99999999999999245,7.5391525196648459e-15,2.4282555413998495e-17,1.5676383058013599e-26,2.4282555414183144e-17,1.1330823537584245e-26,3.4003082413164481e-27,1.3964073445919657e-51,3.6900864427646132e-45,3.4154490289479586e-54,9.0255284030169164e-79,1.3745129740927859e-81,8.8174811086383007e-89,8.3977613553734534e-91,1.8928504890538546e-91,8.3184510117305376e-61,3.4549277945642921e-62,1.8064737597762662e-87,4.127593258593351e-80,6.5674060314123543e-77,5.3748129012004318e-89,1.6797740436772254e-103,1.2542268093895671e-168,2.0337160151023547e-141,1.085663527659854e-148
3.80027789092204e-17,0.11224537200000086,0.0,0.0,0.0,0.0,0.99999999999998479,1.5293709397002062e-14,4.9258898141470848e-17,6.4043139869719101e-26,4.925889814222519e-17,4.6290111320544823e-26,1.3891368662978972e-26,2.3201516701826976e-50,3.0253559782903445e-44,5.6098855854660352e-53,6.0176543210753912e-77,9.3168963617886013e-80,1.1958561630753598e-86,1.1389504819835957e-88,2.5671877113945362e-89,2.7676010276899394e-59,1.1494762273875681e-60,2.4094880713746881e-85,2.748216564839873e-78,4.372681140974521e-75,7.1594335539415119e-87,4.4816100504534859e-101,1.1270830211630049e-164,4.4931928546333627e-138,4.7973058774892299e-145
7.654080822561292e-17,0.11224537200000173,0.0,0.0,0.0,0.0,0.99999999999996925,3.0802823151578091e-14,9.9211583644884826e-17,2.5887261096965936e-25,9.9211583647933996e-17,1.8711203121342414e-25,5.6151133206395393e-26,3.7824327400953103e-49,2.4500119791495203e-43,9.093867251277824e-52,3.9304793734843612e-75,6.1346627425470236e-78,1.5751077510523859e-84,1.5002028148355659e-86,3.3814483505354836e-87,9.0293128413814043e-58,3.7501721885429251e-59,3.1479533177299419e-83,1.7937647211134239e-76,2.8540534459499373e-73,9.3473717450251117e-85,1.1711111536606127e-98,9.6673713671615346e-161,9.553956763615486e-135,2.040137035004276e-141
1.5361686685839797e-16,0.1122453720000035,0.0,0.0,0.0,0.0,0.99999999999993783,6.1821050660336565e-14,1.9911695484558987e-16,1.0409153830712304e-24,1.9911695485785049e-16,7.5236924885741214e-25,2.2578123726269316e-25,6.1086387901785728e-48,1.9719832221304764e-42,1.464539598691256e-50,2.5411619041449452e-73,3.9820617718088031e-76,2.0449283876462606e-82,1.9478047973868684e-84,4.3903405918948297e-85,2.917372253008549e-56,1.2116811499401865e-57,4.0707361205452874e-81,1.1593111720210674e-74,1.8445744050910624e-71,1.2083344362701496e-82,3.028922645640489e-96,8.1029593759096517e-157,1.9935204879910923e-131,8.5138986702602935e-138
3.0776898412396805e-16,0.112245372000007,0.0,0.0,0.0,0.0,0.99999999999987532,1.2385750567627912e-13,3.9892769802250851e-16,4.174536246845724e-24,3.9892769807167904e-16,3.017337199981482e-24,9.0548374660594391e-25,9.8194578396534385e-47,1.5823930428514323e-41,2.3509114064095372e-49,1.6346046340328728e-71,2.56654311389775e-74,2.6358311761450206e-80,2.5109620698991308e-82,5.6596937739084015e-83,9.3806309222490083e-55,3.8960860763703988e-56,5.2371781601135796e-79,7.4559796940280652e-73,1.1863147799316407e-69,1.5543109423627061e-80,7.793818893311707e-94,6.7141993919496808e-153,4.1209172205090268e-128,3.5199149342607923e-134
6.160732186551082e-16,0.11224537200001403,0.0,0.0,0.0,0.0,0.99999999999975031,2.4793041570186663e-13,7.9854918747837967e-16,1.6719919252396841e-23,7.9854918767531859e-16,1.2085087200799407e-23,3.6266579810374362e-24,1.5747735609943606e-45,1.2678411574614604e-40,3.7675913538118575e-48,1.0487991515125887e-69,1.6483778108065024e-72,3.3849903077476045e-78,3.2254509339427189e-80,7.2701474616270309e-81,3.0090282597113291e-53,1.2497488379091399e-54,6.7206923632282262e-77,4.7835201397097572e-71,7.6109867598673414e-68,1.9944252079813211e-78,2.0003263441440012e-91,5.5316628440743233e-149,8.4789579735440176e-125,1.4484726690445596e-130
