Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13)
2.844054176591324e-08,0.11224602106940305,0.0,0.0,0.0,0.0,0.99998842405187649,1.1418219618801384e-05,4.768283966773907e-08,2.6678543524086337e-08,5.2706969482573963e-08,2.3255743377285337e-08,7.4044078554034736e-09,4.9631491826411352e-16,4.3417587249530642e-16
2.962934524477967e-08,0.11224604832857667,0.0,0.0,0.0,0.0,0.99998793750333426,1.1894285933294121e-05,5.0069944348490351e-08,2.8953987261380363e-08,5.5674683283350913e-08,2.5395739160514114e-08,8.1163774014073378e-09,5.6768579823884291e-16,5.1421858201943359e-16
3.08181487236461e-08,0.1122460755992122,0.0,0.0,0.0,0.0,0.99998745072350281,1.2370253248886219e-05,5.2484227286000818e-08,3.132242262234637e-08,5.8707972076130907e-08,2.7640853517573846e-08,8.8677713648409051e-09,6.4586645875805094e-16,6.0509257863814038e-16
3.200695220251253e-08,0.11224610288142911,0.0,0.0,0.0,0.0,0.99998696371058848,1.2846121352718866e-05,5.4925349543332215e-08,3.3783837094810758e-08,6.1807148357570578e-08,2.9992269448181092e-08,9.6594532865346523e-09,7.3120759967993127e-16,7.0778036775669974e-16
3.319575568137896e-08,0.112246130175345,0.0,0.0,0.0,0.0,0.99998647646280525,1.3321890031936132e-05,5.7392990874865305e-08,3.6338218305666511e-08,6.4972505708890794e-08,3.245115527340506e-08,1.049229076259428e-08,8.2406428806498725e-16,8.2331394472944678e-16
3.438455916024539e-08,0.11224615748107591,0.0,0.0,0.0,0.0,0.99998598897838153,1.3797559073685313e-05,5.9886849067212468e-08,3.8985554020861713e-08,6.8204319454923779e-08,3.5018665140839768e-08,1.136715529051227e-08,9.2479583581141909e-16,9.5277542014202446e-16
3.5573362639111816e-08,0.11224618479873662,0.0,0.0,0.0,0.0,0.99998550125555175,1.4273128265116399e-05,6.2406638203663813e-08,4.1725832146446536e-08,7.1502848398637825e-08,3.7695940356552626e-08,1.2284921865555101e-08,1.033765810158463e-15,1.0972979560952662e-15
3.6762166117978245e-08,0.11224621212844066,0.0,0.0,0.0,0.0,0.99998501329256062,1.4748597393381216e-05,6.4952086854051455e-08,4.4559040730031653e-08,7.4868336629852635e-08,4.0484110774021674e-08,1.3246468559547504e-08,1.1513420990387238e-15,1.2580668195321733e-15
3.7950969596844674e-08,0.11224623947030002,0.0,0.0,0.0,0.0,0.99998452508766067,1.5223966245633575e-05,6.7522937743778729e-08,4.7485167960991987e-08,7.830101385596196e-08,4.3384295046705481e-08,1.4252676442494744e-08,1.2778968061786603e-15,1.4363200874121521e-15
3.91397730757111e-08,0.11224626682442516,0.0,0.0,0.0,0.0,0.99998403663911273,1.5699234609030489e-05,7.0118948427159024e-08,5.050420216929832e-08,8.1801094729647299e-08,4.6397600109397873e-08,1.5304429737334114e-08,1.4138060168909727e-15,1.6333489909529446e-15
4.032857655457753e-08,0.11224629419092567,0.0,0.0,0.0,0.0,0.99998354794518651,1.6174402270732856e-05,7.2739890641799484e-08,5.361613182513522e-08,8.5368779494827338e-08,4.9525121673016828e-08,1.6402615669132925e-08,1.5594497728472952e-15,1.8504985074982178e-15
4.151738003344396e-08,0.11224632156991028,0.0,0.0,0.0,0.0,0.9999830590041584,1.6649469017904375e-05,7.5385547687136005e-08,5.6820945540746927e-08,8.9004256606361767e-08,5.2767946236874573e-08,1.7548123855853378e-08,1.7152123111966415e-15,2.089168570829024e-15
4.270618351231039e-08,0.11224634896148669,0.0,0.0,0.0,0.0,0.99998256981431044,1.7124434637710202e-05,7.8055712535577988e-08,6.011863207248704e-08,9.2707704616928305e-08,5.6127152537531812e-08,1.8741845868318032e-08,1.8814821059813276e-15,2.3508153101289147e-15
4.389498699117682e-08,0.11224637636576086,0.0,0.0,0.0,0.0,0.99998208037393188,1.7599298917318458e-05,8.075018967698963e-08,6.3509180319289898e-08,9.6479290333921491e-08,5.9603810129779041e-08,1.9984675655746344e-08,2.0586513936708733e-15,2.6369513071215682e-15
4.508379047004325e-08,0.11224640378283832,0.0,0.0,0.0,0.0,0.99998159068131909,1.8074061643901934e-05,8.3468795798994415e-08,6.6992579321009649e-08,1.0031916814069e-07,6.3198978862737264e-08,2.1277509702219459e-08,2.2471160900234978e-15,2.9491458694701909e-15
