Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40)
6.086578455865722e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.4494643323666407e-16,7.8893745775885864e-19,2.4469154925682664e-29,7.8893745775914715e-19,1.7686202179718531e-29,5.3075120508528287e-30,4.2147967811417821e-57,3.2058638102207032e-49,1.7634208638496393e-59,9.4928456002432317e-87,1.573479975147142e-89,6.332598726381384e-98,6.0310742759755518e-100,1.3594000440041669e-100,1.5403652571396643e-67,6.3976488098879717e-69,1.1967600996441291e-96,4.7589659216895076e-88,7.571986294943607e-85
1.7042419676424021e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,6.858500130625796e-16,2.2090248817639765e-18,1.4779369575111058e-28,2.2090248817657175e-18,1.0682466116708067e-28,3.205737278763671e-29,1.3251995442200726e-55,3.8060015272143779e-48,3.9447019472015333e-58,1.0734105046237012e-84,1.2141676440986784e-87,8.8590492366716575e-96,8.4372354179542451e-98,1.9017471608067741e-98,8.8717153104928523e-66,3.6847181529663616e-67,2.4390773204704878e-94,4.981247239782664e-86,7.9256575058296033e-83
3.895410211754062e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999833,1.5676571727140929e-15,5.0491997299309023e-18,7.1156302523866154e-28,5.0491997299392839e-18,5.1431475940992592e-28,1.5434245044608492e-28,2.9564472814475393e-54,3.7367548922074117e-47,7.794066356107191e-57,9.7124443582183173e-83,1.3232592899125395e-85,1.9260574776771868e-93,1.8343536941588809e-95,4.1346208190322079e-96,3.978449516613013e-64,1.6523822751510207e-65,4.4151758957630017e-92,4.4747308869337708e-84,7.1197396227809894e-81
8.277746699977383e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999656,3.3312714920158468e-15,1.0729549426891509e-17,3.1075826755597295e-27,1.0729549426928116e-17,2.2461476770692655e-27,6.7405403053358447e-28,5.5370985520826575e-53,3.3051174262471495e-46,1.3869124813912014e-55,7.35865016126713e-81,1.0825082568446239e-83,3.1560238856628367e-91,3.0057696011684188e-93,6.774984338380362e-94,1.4967921401132543e-62,6.216675084480477e-64,6.6961255252296077e-90,3.3742773105047037e-82,5.3688087629319265e-79
1.704241967642402e-17,0.11224537200000038,0.0,0.0,0.0,0.0,0.99999999999999323,6.8585001306142675e-15,2.2090248823319756e-17,1.2973545941579226e-26,2.2090248823472576e-17,9.3772243978918741e-27,2.8140428900396484e-27,9.5639607360096714e-52,2.7781504147378883e-45,2.3392306720676267e-54,5.1157665673034658e-79,7.7908904901775166e-82,4.546630097268119e-89,4.3302021407108388e-91,9.7602463093891745e-92,5.1829159475345811e-61,2.1526371978474434e-62,9.3148339347251131e-88,2.3395641110780595e-80,3.7224773218120308e-77
3.45717656293173e-17,0.11224537200000077,0.0,0.0,0.0,0.0,0.99999999999998612,1.3912957407790748e-14,4.4811647626204359e-17,5.3001168335075579e-26,4.4811647626828669e-17,3.8309021388027438e-26,1.1496283408365247e-26,1.5890663692513297e-50,2.2776956730758084e-44,3.8421935897281893e-53,3.4108711765682431e-77,5.2809191859776993e-80,6.1663000675022502e-87,5.8728577930117231e-89,1.3237381697659532e-89,1.7243887704921504e-59,7.1619594808612901e-61,1.2424194391856703e-85,1.5577185763014963e-78,2.4784833333859057e-75
6.963045753510387e-17,0.11224537200000156,0.0,0.0,0.0,0.0,0.99999999999997191,2.8021871962062279e-14,9.0254445272086028e-17,2.1423919656748122e-25,9.0254445274609581e-17,1.5485118961405707e-25,4.6469815658184051e-26,2.5905792051682144e-49,1.8445371944187408e-43,6.2283619852156053e-52,2.2278379578087732e-75,3.4771942294400574e-78,8.1218922827572117e-85,7.735610946747069e-87,1.743601468320433e-87,5.6258273986011596e-58,2.3365930212548997e-59,1.6231988896437838e-83,1.0167250036833281e-76,1.6177086045616488e-73
1.3974784134667697e-16,0.11224537200000319,0.0,0.0,0.0,0.0,0.99999999999994327,5.6239701070279585e-14,1.8114004072429911e-16,8.6144638681061113e-25,1.8114004073444621e-16,6.2264982346352686e-25,1.8685308513780165e-25,4.1837922187087524e-48,1.4846443031668421e-42,1.0030586915828285e-50,1.4403578626972907e-73,2.2570763660891782e-76,1.0544538001142965e-82,1.0043615467136568e-84,2.263824122417603e-85,1.8177056311554719e-56,7.5495352934110063e-58,2.0990191311650132e-81,6.5710989384443325e-75,1.0455248825749858e-71
2.799826089698232e-16,0.1122453720000064,0.0,0.0,0.0,0.0,0.99999999999988642,1.126753592854113e-13,3.6291123227052464e-16,3.454785302383489e-24,3.6291123231121902e-16,2.4971042840671231e-24,7.4936444503543499e-25,6.7253234217089055e-47,1.191334031893887e-41,1.6101319694834429e-49,9.2651143911626661e-72,1.4547448533744767e-74,1.3591645340516639e-80,1.2947466702506317e-82,2.9183502199270164e-83,5.8447206131231247e-55,2.4275065728407052e-56,2.7004788446715048e-79,4.2261277451846358e-73,6.7241615379609328e-70
5.604521442161157e-16,0.11224537200001272,0.0,0.0,0.0,0.0,0.99999999999977318,2.2554667571046308e-13,7.2645361793017299e-16,1.3837161273662447e-23,7.264536180931627e-16,1.0001442003413053e-23,3.0013664567321156e-24,1.0785586948472839e-45,9.5451771884174537e-41,2.5804114959109088e-48,5.9447057594199625e-70,9.343186857274834e-73,1.7455080269106247e-78,1.6631640905604309e-80,3.7487605790683166e-81,1.8748130942217302e-53,7.786721093191981e-55,3.4654322907320705e-77,2.7113485354924088e-71,4.3139903326982462e-68
1.1213912147087005e-15,0.1122453720000255,0.0,0.0,0.0,0.0,0.9999999999995457,4.5128930853971948e-13,1.4535383995182567e-15,5.5384705775046933e-23,1.4535384001706413e-15,4.0031832846820723e-23,1.2013287712913692e-23,1.7277018094698409e-44,7.6419578978483626e-40,4.1320268439026098e-47,3.8094326779150535e-68,5.9901608226764175e-71,2.2371775714914974e-76,2.132625493743557e-78,4.8069233736905199e-79,6.0066150414619626e-52,2.4947464080323923e-53,4.4414111742881559e-75,1.7373966622788311e-69,2.764326932861705e-66
2.2432693556938702e-15,0.112245372000051,0.0,0.0,0.0,0.0,0.99999999999909139,9.0277457411484487e-13,2.907708003769575e-15,2.216109649994728e-22,2.9077080063799666e-15,1.6017947784978631e-22,4.8068799677890301e-23,2.7659293343784129e-43,6.1159085059446431e-39,6.6139544750854961e-46,2.4395848445908911e-66,3.8370705500967417e-69,2.8634742384528406e-74,2.7321775831491649e-76,6.1583096488393892e-77,1.9232710975943068e-50,7.9879813618642457e-52,5.6886419452365908e-73,1.1126298511947679e-67,1.7702489119920995e-64
4.48702563766421e-15,0.112245372000102,0.0,0.0,0.0,0.0,0.99999999999818268,1.8057451049315454e-12,5.816047376572804e-15,8.86588164225756e-22,5.8160473870160989e-15,6.4082223469861313e-22,1.9230650558998207e-22,4.4267695250396526e-42,4.8936874561002247e-38,1.0584546268691865e-44,1.5618349785269432e-64,2.4568001517255809e-67,3.6600999090025435e-72,3.4987304407681665e-74,7.8861144087199128e-75,6.1563109919551484e-49,2.5569188812519894e-50,7.2838195958597632e-71,7.1232221062855166e-66,1.133304276256201e-62
8.974538201604889e-15,0.11224537200020399,0.0,0.0,0.0,0.0,0.99999999999636524,3.6116861652307447e-12,1.1632726779381555e-14,3.54664128491448e-21,1.1632726821158363e-14,2.5634977243941962e-21,7.6928867871620143e-22,7.0838479358808862e-41,3.9153719894895496e-37,1.6937207457447833e-43,9.997412252252882e-63,1.572692231263354e-65,4.6687242573887905e-70,4.4793516319470669e-72,1.0096427446023821e-72,1.9703119506766135e-47,8.1833497899629403e-49,9.3248757154954435e-69,4.5598361941872242e-64,7.2542431761859507e-61
1.7949563329486246e-14,0.11224537200040803,0.0,0.0,0.0,0.0,0.99999999999272982,7.2235682804923342e-12,2.3266088213807608e-14,1.4187142408248002e-20,2.326608838092348e-14,1.025440947678764e-20,3.0772803371646937e-21,1.1334939578327456e-39,3.1325267683269141e-36,2.7101584122713502e-42,6.3989621452465279e-61,1.0066271117958219e-63,5.9329708493825547e-68,5.734168208329331e-70,1.2924774264977953e-70,6.3054496943853245e-46,2.6188561063224814e-47,1.1937054295492033e-66,2.9188741172573223e-62,4.6430556933887265e-59
3.589961358524897e-14,0.11224537200081608,0.0,0.0,0.0,0.0,0.9999999999854593,1.4447332489668284e-11,4.6532821597889067e-14,5.6749724126830947e-20,4.6532822266380917e-14,4.1018483025664958e-20,1.2309375038750151e-20,1.8136431920111878e-38,2.5062096611662424e-35,4.3365793542935447e-41,4.0956416288469584e-59,6.4426926105150448e-62,7.4852697392314141e-66,7.3400569762488978e-68,1.6544433481192249e-68,2.0178055892030394e-44,8.3805744378792865e-46,1.5280712553049308e-64,1.8686067627876206e-60,2.9716508619632008e-57
7.17997140967744e-14,0.1122453720016321,0.0,0.0,0.0,0.0,0.99999999997091904,2.8894860822631265e-11,9.3066330426930392e-14,2.2700120500439364e-19,9.3066333101043097e-14,1.6407568591638018e-19,4.9238027067924265e-20,2.9018401208638951e-37,2.0051975462966159e-34,6.9393051740170312e-40,2.6214467378300276e-57,4.1233606857270856e-60,9.3132265610205369e-64,9.3953612549212181e-66,2.1177067236025124e-66,6.4570090774700816e-43,2.681783137857114e-44,1.9561429708933841e-62,1.1965148967453846e-58,1.9018696066194474e-55
1.4359991511982526e-13,0.1122453720032642,0.0,0.0,0.0,0.0,0.99999999994183786,5.778991714700151e-11,1.8613351632821431e-13,9.0800943294296897e-19,1.8613352702566427e-13,6.5630675980161794e-19,1.9695331832852392e-19,4.6428529297974793e-36,1.6044971925598919e-33,1.1105166806269642e-38,1.6779783641595394e-55,2.6389360647992712e-58,1.1289197879884052e-61,1.2025997824419517e-63,2.7106483331666006e-64,2.0662046916130176e-41,8.5814600550446797e-43,2.5043303959323216e-60,7.6652401613394928e-57,1.2171784350133531e-53
2.87200317165927e-13,0.11224537200652847,0.0,0.0,0.0,0.0,0.99999999988367527,1.1558002842951883e-10,3.7226856110108876e-13,3.6320469249288421e-18,3.7226860389855619e-13,2.6252391394298283e-18,7.8781694324854475e-19,7.4281714391380093e-35,1.2841289787378048e-32,1.7775388747981068e-37,1.074213308627414e-53,2.2318278568269604e-56,1.7235659636889271e-59,2.0302844510872771e-61,4.5762357393730874e-62,6.6115173672920311e-40,2.7458711329834769e-41,3.2066914074163667e-58,4.9153400444358521e-55,7.7895986960349107e-52
5.744011212581305e-13,0.1122453720130569,0.0,0.0,0.0,0.0,0.99999999976735077,2.3116024552965872e-10,7.4454134250807964e-13,1.4528205824334999e-17,7.4454151375863531e-13,1.050101330144585e-17,3.1512851114649311e-18,1.1883735223234288e-33,1.0281485626281371e-31,2.8463276128045214e-36,6.8788443605106013e-52,1.4341891089469642e-54,1.8617841277703894e-57,2.6141996651259259e-59,5.8923583866712159e-60,2.1154546187456411e-38,8.7854711068483165e-40,4.1074735864124419e-56,3.1580632425948595e-53,4.9848681975363611e-50
1e-12,0.11224537202611386,0.0,0.0,0.0,0.0,0.99999999959497055,4.0243694619147669e-10,1.2962151796714017e-12,4.6821950479153241e-17,1.2962157319414267e-12,3.3843248718666789e-17,1.0156138466600282e-17,1.4392908194490957e-32,6.3707535122017208e-31,3.4534459070518262e-35,3.2834565912651857e-50,6.8448499712215684e-53,1.3417692207986141e-55,2.4886453741965286e-57,5.6093329667515492e-58,5.069470397407478e-37,2.1051787793891555e-38,3.911696489018543e-54,1.5173497638459967e-51,2.3762970919781467e-48
