Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309),C5H5(550),C5H7(535)
6.574256118896928e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.6457238647046359e-16,8.5214943189895267e-19,2.8547347413875364e-29,8.5214943189928904e-19,2.0633902543448939e-29,6.1920943655218234e-30,5.7368067299027108e-57,4.03985012514252e-49,2.4002117318039986e-59,1.5074287218918385e-86,2.4986279224422897e-89,1.0861647342627826e-97,1.0344467893033392e-99,2.3316360345606895e-100,2.2645957537597037e-67,9.4056187398203967e-69,2.0526781749465082e-96,7.557061610068056e-88,1.2024033792635674e-84,6.6664638985167348e-98,1.2992791092049344e-113,-2.5825209224157642e-184,-3.1868345375859377e-155
1.8407917132911397e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.4080268211720528e-16,2.3860184093627675e-18,1.7242597837979117e-28,2.386018409364799e-18,1.2462877136442349e-28,3.7400249968363767e-29,1.8037438240254864e-55,4.796110084521906e-48,5.3691776526367522e-58,1.7045361259016755e-84,1.9280532492714822e-87,1.5195003907852253e-95,1.4471503236820595e-97,3.2618670488465598e-98,1.3042912209928111e-65,5.4171548234239962e-67,4.1834957472803907e-94,7.910036140718888e-86,1.2585650576379053e-82,1.2626776978815662e-95,4.7747300065429216e-111,5.0353574886780198e-181,5.9513585421821951e-152
4.207523916094034e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999833,1.6932632734103175e-15,5.4537563644732041e-18,8.3015686279525571e-28,5.4537563644829824e-18,6.0003388599337406e-28,1.8006610415855431e-28,4.0240532437952209e-54,4.708849353524278e-47,1.0608590327725512e-56,1.5423001930686249e-82,2.1012867420929786e-85,3.3035651894913505e-93,3.1462741175530414e-95,7.091680579486754e-96,5.8489892830436838e-64,2.4292795919650353e-65,7.5728921902592547e-92,7.1057069476983722e-84,1.1305882826235762e-80,2.2692150816493052e-93,1.7285366859445705e-108,8.4391739016849372e-177,2.4773431836048289e-148
8.94098832169982e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999645,3.5981844559950577e-15,1.1589232275425292e-17,3.6255131215596902e-27,1.1589232275467998e-17,2.6205056233267652e-27,7.8639598451612909e-28,7.5366063607540977e-53,4.1649239836457777e-46,1.8877419921232153e-55,1.1685263929121747e-80,1.7189830179375718e-83,5.4131965132044317e-91,5.1554807161839818e-93,1.1620418642591082e-93,2.2005359496747462e-62,9.1395569517447814e-64,1.148516796067768e-89,5.3582274436917787e-82,8.5254694692346225e-79,3.4259602163303516e-91,5.2455500469515209e-106,1.0106593650408221e-172,7.012398043601757e-145
1.8407917132911397e-17,0.11224537200000043,0.0,0.0,0.0,0.0,0.99999999999999256,7.4080268211585988e-15,2.386018410025433e-17,1.513580359881438e-26,2.3860184100432619e-17,1.0940095131315375e-26,3.2830484334533899e-27,1.3017613217240189e-51,3.5008696586369958e-45,3.1839528714083063e-54,8.1236478580859234e-79,1.2371645532619512e-81,7.7983528659210047e-89,7.4271406606329909e-91,1.6740724766594228e-91,7.6197573182869654e-61,3.164738383700388e-62,1.5976766272886457e-87,3.7151412259891052e-80,5.9111561150310521e-77,4.7535890228920035e-89,1.4597828138150399e-103,9.9841682823432784e-169,1.676744671721518e-141
3.734177475533455e-17,0.11224537200000086,0.0,0.0,0.0,0.0,0.9999999999999849,1.5027711551461933e-14,4.8402087761611872e-17,6.1834696392161416e-26,4.840208776234025e-17,4.4693858288738891e-26,1.3412324086723059e-26,2.1628958891396699e-50,2.870224615355193e-44,5.2296524264145332e-53,5.4163371294278474e-77,8.3859040587630962e-80,1.0576388883871366e-86,1.0073095768550566e-88,2.2704689652240896e-89,2.5351412369736747e-59,1.0529283837231276e-60,2.1309929087575951e-85,2.4735994977770155e-78,3.9357397342068051e-75,6.3319422173852631e-87,3.8946769945032612e-101,8.9720509192202819e-165,3.7045179991511023e-138
7.520949000018086e-17,0.1122453720000017,0.0,0.0,0.0,0.0,0.99999999999996969,3.0267081011973598e-14,9.7485895131124812e-17,2.499457293336813e-25,9.7485895134069013e-17,1.8065972123464294e-25,5.4214758434896551e-26,3.5260661325862056e-49,2.3243825610734663e-43,8.477492833551058e-52,3.5377242032820561e-75,5.5216556266583549e-78,1.3930572794833943e-84,1.3268080459222991e-86,2.9906163493235435e-87,8.2709115593826912e-58,3.4351843461285279e-59,2.7841043355182721e-83,1.6145217700922075e-76,2.5688613441483746e-73,8.2669972722006835e-85,1.0177368421036229e-98,7.6956311419991993e-161,7.8769840843178789e-135
1.5094492048987345e-16,0.11224537200000344,0.0,0.0,0.0,0.0,0.99999999999993883,6.0745819932616904e-14,1.9565351005734207e-16,1.0050207846318248e-24,1.9565351006918056e-16,7.2642479417285347e-25,2.1799515945820868e-25,5.6946060500912038e-48,1.8708657074612837e-42,1.3652743726279037e-50,2.2872349896296925e-73,3.5841536420157464e-76,1.8085781931015769e-82,1.7226757970430908e-84,3.8828995761786256e-85,2.6723326931820465e-56,1.1099085355192803e-57,3.6002293873117041e-81,1.0434663305679007e-74,1.6602547841312296e-71,1.0686744598267353e-82,2.6322404566210776e-96,6.4502944628259464e-157,1.6436051497474461e-131
3.0241578146925862e-16,0.11224537200000692,0.0,0.0,0.0,0.0,0.99999999999987732,1.2170329777238339e-13,3.9198874065854218e-16,4.0305828528549301e-24,3.9198874070601978e-16,2.9132883324122795e-24,8.7425809209612197e-25,9.1539123531457077e-47,1.5012525581616238e-41,2.1915686503246367e-49,1.4712659147844624e-71,2.3100809067294409e-74,2.331190357747796e-80,2.2207428588238864e-82,5.0055393522741605e-83,8.5927213081734293e-55,3.5688425107871522e-56,4.6318508583439593e-79,6.7109363529209146e-73,1.0677719398183255e-69,1.3746627954893344e-80,6.7731030678797195e-94,5.3447843892310303e-153,3.3975892012953654e-128
6.053575034280291e-16,0.11224537200001379,0.0,0.0,0.0,0.0,0.99999999999975464,2.4361825344583604e-13,7.8465920485600504e-16,1.6143354819539666e-23,7.8465920504616331e-16,1.1668349011762323e-23,3.5015924900045373e-24,1.4680381971928962e-45,1.2028299545201122e-40,3.5122271954120036e-48,9.4399734023612108e-70,1.4836634160616981e-72,2.9937773572287038e-78,2.8526504816040402e-80,6.4298548337795598e-81,2.7562902231483026e-53,1.1447788128355497e-54,5.943896374839231e-77,4.3055236439397928e-71,6.8504567664632917e-68,1.7639083758634105e-78,1.7383540085216665e-91,4.4034372367927412e-149,6.9906866174523268e-125
1.21124094734557e-15,0.11224537200002754,0.0,0.0,0.0,0.0,0.99999999999950939,4.8744816476842e-13,1.5700001452311809e-15,6.4615490071713201e-23,1.57000014599231e-15,4.6703805049300502e-23,1.4015495498491159e-23,2.3515940450419158e-44,9.6299700590752951e-40,5.6241490487891624e-47,6.049239067281942e-68,9.5121528588779303e-71,3.8369134822017171e-76,3.6578681348652945e-78,8.244809917637266e-79,8.8307330875178359e-52,3.6676962345363539e-53,7.6178925091315888e-75,2.758924872102708e-69,4.3896486527957473e-66,2.2605873460640963e-76,4.4558830590606965e-89,3.6174629517417412e-145,1.4350214271161404e-121
