Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52)
5.415573818258487e-19,0.11224537200000001,0.0,0.0,0.0,0.0,0.99999999999999978,2.1794268626446244e-16,7.0196289846398356e-19,1.9371417701615184e-29,7.0196289846421149e-19,1.4001578985393478e-29,4.2017850032929493e-30,2.6415662319571255e-57,2.2581800890601443e-49,1.1052000979206791e-59,4.3637105534767318e-87,7.8070760576185944e-90,2.7956349599864867e-98,2.6625203916083063e-100,6.0013065536277487e-101
1.5163606691123766e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,6.1023952154043188e-16,1.9654961157301654e-18,1.1700336291774683e-28,1.9654961157315436e-18,8.4569537072890058e-29,2.5378781420231514e-29,8.3055068812078981e-56,2.6809114090777751e-48,2.4722884175157778e-58,4.9634059120252646e-85,6.0242896579532961e-88,3.9109804719947969e-96,3.7247611808986254e-98,8.3955916776452923e-99
3.465967243685432e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999856,1.3948331920921191e-15,4.4925625503865745e-18,5.6332082676283565e-28,4.4925625503932089e-18,4.0716591691194419e-28,1.2218790790089028e-28,1.8529128953440385e-54,2.6321347337531425e-47,4.8848253233069942e-57,4.4933525269977044e-83,6.5655655503087912e-86,8.5029154707388627e-94,8.0980665997112128e-96,1.8252998537271341e-96
7.365180392831543e-18,0.11224537200000015,0.0,0.0,0.0,0.0,0.99999999999999711,2.9640205331944862e-15,9.5466954201955769e-18,2.4601700481037434e-27,9.5466954202245536e-18,1.7782005313175565e-27,5.3362669547122823e-28,3.4703007821588293e-53,2.3280933900320064e-46,8.6922857616204411e-56,3.4055613762449898e-81,5.3710402609188801e-84,1.3932821497631811e-91,1.3269481507475654e-93,2.9909339859250137e-94
1.5163606691123765e-17,0.11224537200000033,0.0,0.0,0.0,0.0,0.999999999999994,6.1023952153951917e-15,1.9654961161798316e-17,1.0270725665383889e-26,1.9654961161919292e-17,7.4236371796088805e-27,2.2277864092231329e-27,5.99408158112279e-52,1.9569028161633637e-45,1.4660810744974002e-54,2.3680162679482119e-79,3.8655766603561882e-82,2.0071912764708642e-89,1.9116414395484569e-91,4.308829506028759e-92
3.076045928770821e-17,0.1122453720000007,0.0,0.0,0.0,0.0,0.99999999999998757,1.2379144579780483e-14,3.9871492652942704e-17,4.1959265598300835e-26,3.9871492653436938e-17,3.0327980158672594e-26,9.1012343925730421e-27,9.9592561389457783e-51,1.6043872314120467e-44,2.4080426712768301e-53,1.5790010930282164e-77,2.6202136979581641e-80,2.7222279345172819e-87,2.5926730387841011e-89,5.8438710582500255e-90
6.19541644808771e-17,0.11224537200000141,0.0,0.0,0.0,0.0,0.99999999999997502,2.4932643308486605e-14,8.0304555666987219e-17,1.6960606025726796e-25,8.030455566898496e-17,1.2259054488320971e-25,3.6788644593866737e-26,1.6236100906562442e-49,1.299274492562941e-43,3.9035412770635839e-52,1.0313890666873602e-75,1.7252663139403426e-78,3.5855719617867243e-85,3.4150171360842577e-87,7.6974302182895858e-88
1.2434157486721487e-16,0.11224537200000284,0.0,0.0,0.0,0.0,0.99999999999994948,5.0039640765640951e-14,1.6117068182209908e-16,6.8197850874538746e-25,1.611706818301319e-16,4.9293118968980544e-25,1.4792552202450526e-25,2.6221345730909097e-48,1.0457693327016238e-42,6.2865339737163422e-51,6.6683790171470927e-74,1.1198850536322144e-76,4.6551271364266151e-83,4.4339250477230754e-85,9.9940431526997482e-86
2.491163956398904e-16,0.11224537200000564,0.0,0.0,0.0,0.0,0.9999999999998993,1.0025363567891823e-13,3.2290293464041422e-16,2.7350388423835913e-24,3.2290293467262947e-16,1.9768745430681484e-24,5.9324750571539348e-25,4.2150045503161131e-47,8.3916432896796988e-42,1.0091282773142802e-49,4.2894946206596064e-72,7.2179526685074291e-75,6.0004188638153076e-81,5.7158796848605673e-83,1.2883561978408594e-83
4.986660371852415e-16,0.11224537200001133,0.0,0.0,0.0,0.0,0.99999999999979794,2.0068162550134674e-13,6.4636744230940988e-16,1.0954421256157622e-23,6.4636744243843883e-16,7.9178095235659484e-24,2.3760843941548605e-24,6.7597193686996379e-46,6.7235311732907722e-41,1.617237614023065e-48,2.7522534752263966e-70,4.6357738945672012e-73,7.7062389044134775e-79,7.3423213093166805e-81,1.654955259005795e-81
