Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18)
5.556260530560723e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.236044781091935e-16,7.2019771803204224e-19,2.039096243848272e-29,7.2019771803228221e-19,1.4738501816711465e-29,4.4229245467896954e-30,2.9269422093697143e-57,2.4387832290524986e-49,1.2245978219701423e-59,5.4935449118391298e-87,9.1057868985514464e-90,3.3453968697208116e-98,3.1861067022672692e-100,7.1814628589821897e-101,9.7649629421956033e-68
1.5557529485570022e-18,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999944,6.260925387056755e-16,2.0165536105223615e-18,1.23161413128426e-28,2.0165536105238125e-18,8.9020550974139722e-29,2.6714464262979203e-29,9.2027746137298107e-56,2.8953234576702625e-48,2.7393763511908277e-58,6.2118663463510789e-85,7.0264331279903728e-88,4.6800751072362464e-96,4.4572378115738267e-98,1.0046583902563058e-98,5.6241187498651598e-66
3.556006739558862e-18,0.11224537200000008,0.0,0.0,0.0,0.0,0.99999999999999856,1.4310686598983742e-15,4.6092653956335741e-18,5.9296918771093269e-28,4.609265395640559e-18,4.2859563284800664e-28,1.2861864582618597e-28,2.0530883902989008e-54,2.8426457560989769e-47,5.4125460757118755e-57,5.6206275213261578e-83,7.6577505240139607e-86,1.0175014081361854e-93,9.6905564933105256e-96,2.1842448788894152e-96,2.5220909080311676e-64
7.556514321562583e-18,0.11224537200000019,0.0,0.0,0.0,0.0,0.99999999999999689,3.0410209022827119e-15,9.7946889663782952e-18,2.5896522296858072e-27,9.7946889664088019e-18,1.8717897309087417e-27,5.6171141749955503e-28,3.8452073292005252e-53,2.5142880081448018e-46,9.6313366573756888e-56,4.2584781006596787e-81,6.2645153801490449e-84,1.6672709914649014e-91,1.5878933396222004e-93,3.5791008408792858e-94,9.4887363343995909e-63
1.5557529485570025e-17,0.11224537200000036,0.0,0.0,0.0,0.0,0.99999999999999367,6.2609253870471451e-15,2.0165536109956934e-17,1.0811288284870051e-26,2.0165536110084286e-17,7.8143536648978976e-27,2.3450345952232712e-27,6.6416394044634578e-52,2.1134106164746634e-45,1.6244657378574069e-54,2.9605130566074011e-79,4.5086171880487492e-82,2.4019049050541924e-89,2.2875669312421571e-91,5.1561603761002202e-92,3.28564812470621e-61
3.15595598135849e-17,0.1122453720000007,0.0,0.0,0.0,0.0,0.99999999999998734,1.2700734356559048e-14,4.0907230405470975e-17,4.4167640280136919e-26,4.0907230405991229e-17,3.1924184489272374e-26,9.5802314896918631e-27,1.103518313417949e-50,1.7327017896490199e-44,2.6681899706807296e-53,1.9738837781732122e-77,3.0560874997913952e-80,3.2575522408857462e-87,3.1025238219163525e-89,6.993067686189132e-90,1.0931558200731962e-59
6.356362046961467e-17,0.11224537200000143,0.0,0.0,0.0,0.0,0.99999999999997446,2.5580352295514991e-14,8.2390619029926078e-17,1.7853266380994732e-25,8.239061903202907e-17,1.2904265800300939e-25,3.8724827446819662e-26,1.799013341540235e-49,1.403186961136564e-43,4.3252513060568194e-52,1.2892580712601163e-75,2.012265189126976e-78,4.290669423341384e-85,4.0865824003754757e-87,9.2111290538561548e-88,3.5664265942714599e-58
1.275717417816742e-16,0.11224537200000291,0.0,0.0,0.0,0.0,0.99999999999994815,5.133958817315542e-14,1.6535739641254441e-16,7.1787198902413907e-25,1.6535739642100043e-16,5.1887485280566257e-25,1.5571082813068541e-25,2.9054112777944342e-48,1.1294071477664939e-42,6.965685123463253e-51,8.3354042167773029e-74,1.3061784654118146e-76,5.5705435970249166e-83,5.3058591859300656e-85,1.195937066274221e-85,1.1523129413275154e-56
2.5558798440579323e-16,0.1122453720000058,0.0,0.0,0.0,0.0,0.99999999999989664,1.0285805992735055e-13,3.312909517126138e-16,2.8789877520505289e-24,3.3129095174652634e-16,2.0809202360335035e-24,6.2447006535164047e-25,4.670363534703812e-47,9.0627844061239711e-42,1.1181471255006286e-49,5.3617559079983356e-72,8.4186625094554877e-75,7.1803635953062649e-81,6.8399109881761806e-83,1.5417113014905664e-83,3.7051913762663518e-55
5.116204696540314e-16,0.11224537200001163,0.0,0.0,0.0,0.0,0.99999999999979283,2.0589500343139767e-13,6.6315806445208282e-16,1.1530967728333088e-23,6.6315806458790997e-16,8.3345349971538597e-24,2.5011374894047012e-24,7.4899910881994543e-46,7.2612612927796759e-41,1.7919521853645475e-48,3.4402231045718555e-70,5.4069370474227118e-73,9.2215731015444991e-79,8.7861933275580345e-81,1.9804020173090619e-81,1.1885155556284033e-53
1.0236854401505075e-15,0.11224537200002326,0.0,0.0,0.0,0.0,0.99999999999958544,4.1196889042211954e-13,1.3268922984883423e-15,4.6153921480519377e-23,1.3268922990320055e-15,3.3359860659449556e-23,1.00110681855415e-23,1.1997929718157836e-44,5.8134327133021605e-40,2.8694623094666097e-47,2.2045326252669306e-68,3.4665285198869898e-71,1.1819555073646909e-76,1.126627294327991e-78,2.5394102692192851e-79,3.8078225264316036e-52
2.0478153811434597e-15,0.11224537200004654,0.0,0.0,0.0,0.0,0.99999999999917066,8.241166643340735e-13,2.6543608007901458e-15,1.8467580417299307e-22,2.6543608029655106e-15,1.3348289783543118e-22,4.005731336662639e-23,1.9207844154333472e-43,4.6525266308645564e-39,4.5930214543004417e-46,1.411796561390645e-66,2.2205272765766298e-69,1.5129651456852033e-74,1.443359876323769e-76,3.2533233283435811e-77,1.2192349941919821e-50
4.096075263129365e-15,0.11224537200009312,0.0,0.0,0.0,0.0,0.99999999999834088,1.6484122118800224e-12,5.3092979423108845e-15,7.3882347022727672e-22,5.3092979510137818e-15,5.3401852592231704e-22,1.6025534205754997e-22,3.0741460009581455e-42,3.7227500132448053e-38,7.3503713930220506e-45,9.038394001084495e-65,1.4217597729526792e-67,1.9341864647772952e-72,1.8483161224139762e-74,4.16609187299863e-75,3.9027208950463499e-49
8.192595027101175e-15,0.11224537200018624,0.0,0.0,0.0,0.0,0.99999999999668177,3.2970033058600856e-12,1.0619172773020833e-14,2.9555344043486427e-21,1.0619172807835432e-14,2.1362480796706651e-21,6.410735781424852e-22,4.9193404362622838e-41,2.9785177216991992e-37,1.176192414616183e-43,5.7855358286864606e-63,9.1012334756648478e-66,2.4679843336174213e-70,2.3663612541182779e-72,5.3337618568834274e-73,1.2490562384048447e-47
