Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(8),H2(12),C3H7(14),C2H3(13),C#C(25),C3H5(32),C4H7(28),C4H7(50),C4H6(30),C4H7(52),C3H6(18),C3H7(19),C#CC(38),C3H5(39),C3H5(40),C3H4(356),C3H3(309)
6.335111712393634e-19,0.11224537200000002,0.0,0.0,0.0,0.0,0.99999999999999978,2.549483308822173e-16,8.2115173931422314e-19,2.6508251170027223e-29,8.2115173931453514e-19,1.9160052361762477e-29,5.7498019108381487e-30,4.9465323335284835e-57,3.6148329172380249e-49,2.0695703196193733e-59,1.2069318159226614e-86,2.0005413800679442e-89,8.3801023583869779e-98,7.9810870722233005e-100,1.7989316033455338e-100,1.8816072606511482e-67,7.8149402525809359e-69,1.583705675316347e-96,6.0506065504537511e-88,9.6271145200403758e-85,5.1433862544392462e-98,9.6597018558771727e-114
1.7738312794702175e-18,0.11224537200000007,0.0,0.0,0.0,0.0,0.99999999999999922,7.1385532647012245e-16,2.2992248701222612e-18,1.6010983706695013e-28,2.2992248701241467e-18,1.1572671626682776e-28,3.4728803542010003e-29,1.5552689095442268e-55,4.2915296531001243e-48,4.6295460363509638e-58,1.3647470365068958e-84,1.5437073575768545e-87,1.1723423537337362e-95,1.1165226532752898e-97,2.5166345143370386e-98,1.0837094555996594e-65,4.5010054581172389e-67,3.2276983481786534e-94,6.3332177061509746e-86,1.0076776354641931e-82,9.741954972119725e-96,3.5498506793077929e-111
4.054471495931926e-18,0.1122453720000001,0.0,0.0,0.0,0.0,0.99999999999999833,1.6316693176455879e-15,5.2553711319080837e-18,7.7085994402417708e-28,5.255371131917164e-18,5.5717432270678843e-28,1.6720423957538733e-28,3.4697193788155444e-54,4.2134492894256449e-47,9.1472028807050199e-57,1.23485186705389e-82,1.6824077890866758e-85,2.5488046518002411e-93,2.4274508794198379e-95,5.4714578628815849e-96,4.8598080627437811e-64,2.0184397639781178e-65,5.8427241437926945e-92,5.6892267243790208e-84,9.0521226569652119e-81,1.7507706977825342e-93,1.285108711700807e-108
8.615751928855342e-18,0.1122453720000002,0.0,0.0,0.0,0.0,0.99999999999999656,3.4672972999951405e-15,1.1167663656158717e-17,3.3665478985912377e-27,1.1167663656198372e-17,2.4333266502201027e-27,7.3022484276132277e-28,6.4984003833785434e-53,3.7267482293979334e-46,1.6276958998974319e-55,9.3558763980356159e-81,1.3763140275636949e-83,4.1764522945957485e-91,3.9776178846567301e-93,8.9655237919934061e-94,1.8283812525190183e-62,7.5938748422551984e-64,8.8611677579644522e-90,4.2900968082406744e-82,6.8259680853191214e-79,2.6432358942450724e-91,3.8998894931645084e-106
1.7738312794702178e-17,0.11224537200000041,0.0,0.0,0.0,0.0,0.99999999999999289,7.1385532646887338e-15,2.2992248707375929e-17,1.405467477032845e-26,2.2992248707541482e-17,1.0158659764692877e-26,3.0485449738902902e-27,1.1224370583258493e-51,3.1325565220507408e-45,2.7453471136083198e-54,6.5042472015300572e-79,9.9054319429168365e-82,6.0166775592626083e-89,5.7302760223359093e-91,1.2916003359891939e-91,6.3311037628913193e-61,2.6295177463826216e-62,1.2326576898003696e-87,2.9745499997316359e-80,4.7328024736788309e-77,3.6675432071809887e-89,1.0852992730968847e-103
3.598343452639585e-17,0.11224537200000083,0.0,0.0,0.0,0.0,0.99999999999998546,1.4481065194053862e-14,4.6641418820674137e-17,5.7417932364156527e-26,4.6641418821350486e-17,4.1501439838723599e-26,1.2454300937419584e-26,1.8649459462546376e-50,2.5682592320089539e-44,4.5092411057853458e-53,4.3366226828786361e-77,6.7142242121317977e-80,8.1600254501744811e-87,7.7717148256441708e-89,1.7517392590968108e-89,2.1063980857550228e-59,8.748571085497417e-61,1.6441279458999679e-85,1.9805021852510261e-78,3.151173542314027e-75,4.8852922518649621e-87,2.8955609449102075e-101
7.247367798978318e-17,0.11224537200000162,0.0,0.0,0.0,0.0,0.99999999999997091,2.9166089052695897e-14,9.3939759090725712e-17,2.3209246295275769e-25,9.3939759093459645e-17,1.6775545542553064e-25,5.0342275687507454e-26,3.0403325360398755e-49,2.0798431299495972e-43,7.3096748877795023e-52,2.8325000120418399e-75,4.4209465884706163e-78,1.0747898844747104e-84,1.0236747479961593e-86,2.3073559489107426e-87,6.8721347873496851e-58,2.8542258837743233e-59,2.1480239131695845e-83,1.2926764566477433e-76,2.0567741903740687e-73,6.3782479648589504e-85,7.5665300257404384e-99
1.4545416491655786e-16,0.11224537200000331,0.0,0.0,0.0,0.0,0.99999999999994105,5.8536136769627085e-14,1.885364398046494e-16,9.3323358572998144e-25,1.885364398156423e-16,6.7453730882136515e-25,2.0242407662335066e-25,4.9101450234048199e-48,1.6740390429700782e-42,1.1772008442009964e-50,1.8312883448342771e-73,2.8696740474213869e-76,1.3953812225947947e-82,1.3290993536271157e-84,2.9957809391687092e-85,2.2203877229228778e-56,9.2220077763705989e-58,2.777689997368339e-81,8.3545749169900684e-75,1.3292929182123817e-71,8.2451589380947688e-83,1.9569819512822155e-96
2.9141513877010717e-16,0.11224537200000666,0.0,0.0,0.0,0.0,0.99999999999988176,1.1727623220207797e-13,3.7772980192777924e-16,3.7426840776544575e-24,3.7772980197186562e-16,2.7051963082398246e-24,8.1181108538611103e-25,7.8929142576762015e-47,1.3433114659487599e-41,1.8896688296742701e-49,1.1779778225825222e-71,1.8495801007270711e-74,1.7986029373593195e-80,1.7133739941201333e-82,3.8619333703980969e-83,7.139520086201811e-55,2.9652797892779776e-56,3.5736183003708457e-79,5.3731504968987194e-73,8.5491798854786825e-70,1.0605954837813482e-80,5.0355734941932228e-94
5.833370864772058e-16,0.11224537200001326,0.0,0.0,0.0,0.0,0.99999999999976386,2.3475642306133372e-13,7.561165289551685e-16,1.4990258046743042e-23,7.5611652913174397e-16,1.0834895507487176e-23,3.2514787396631619e-24,1.2658084567050103e-45,1.0762847395266275e-40,3.028399794966739e-48,7.5581707983459044e-70,1.1879040020835349e-72,2.3098352767535549e-78,2.2009109123402205e-80,4.9608382668817407e-81,2.2901463680728699e-53,9.5117380115792529e-55,4.5859024683835414e-77,3.4472422067702953e-71,5.4848591941523518e-68,1.360910620898327e-78,1.2924074885127268e-91
